EID,InvestorEID,SameProvince,Sharehold,InvestRegYear,InvestCloseYear
"623901891","432215085","1","0.4","2006",""
"1139718098","2045353193","1","1","2007","2007"
"1289066572","479203716","0","0.6","2006","2009"
"479178904","1595932003","0","0.47","2013",""
"1124531976","29848062","1","0.2","2000","2009"
"467146290","2046270697","1","0.333","1992","1999"
"906970308","1998692241","1","0.7","2000","2010"
"498602371","432542764","1","0.99","2010",""
"143932025","29258237","0","1","2013",""
"771083444","1893187136","1","0.631","1998",""
"1169172941","1998495633","1","0.5","2007",""
"731816542","2045549800","0","0.862","2003",""
"7938891","432280620","0","0.75","2005",""
"1304601217","730584330","1","1","2001",""
"258747353","432149548","1","0.167","2010",""
"541048060","28865021","1","1","2009",""
"640111019","2046205160","1","1","2011",""
"30491299","2045615335","0","0.053","2003",""
"156314052","1133672250","1","1","2010",""
"1335206342","1595211105","1","0.5","1999","1999"
"739567809","1893252673","1","0.333","1989",""
"925511110","2045418727","1","1","2003","2007"
"906985371","28865020","0","0.125","1997",""
"1185182097","1893121610","0","1","2015",""
"1442742177","432477218","1","1","1993","2013"
"813900243","835630673","1","0.375","2010",""
"474611041","432346146","1","0.5","2014",""
"264617018","1133737795","0","1","2009",""
"640111019","1595080024","1","1","2011",""
"124763388","835499601","1","1","2004","2005"
"650753899","729666836","0","1","2013",""
"459559837","1999150983","1","0.181","2013",""
"1200125165","480121209","1","0.6","2012",""
"524034897","1998692230","1","0.4","2013",""
"115128176","1893056075","1","0.2","2013",""
"1162417846","835827280","1","0.15","2013",""
"15544463","730256661","1","1","2011",""
"213933501","1595342167","1","0.024","2004",""
"1409573280","1998495622","1","1","1999",""
"190316889","29127154","1","1","2014",""
"1450235440","479465848","1","1","2006",""
"1398550609","29061618","1","0.1","2000","2005"
"721095138","1998299014","0","0.51","2006",""
"501097200","432215073","1","1","2007",""
"509041102","2045353181","1","1","2008",""
"659048092","479269240","1","0.1","2015",""
"635976514","835434064","1","0.01","2009",""
"846486744","730649877","1","0.4","2015","2015"
"274123957","1998233478","1","1","2013",""
"1293734528","1892466251","1","0.09","2014",""
"1428173110","29782514","1","0.5","1999","2005"
"528280014","1578004987","0","0.6","2001","2003"
"1394225295","1577939451","1","0.05","2013",""
"280451701","1910524327","1","0.55","2015",""
"86973762","415074501","1","0.5","2009",""
"734485790","344505922","1","0.51","2000",""
"1177386528","747790449","1","1","2012",""
"1454387281","747855985","1","0.1","2011",""
"1409573273","1577611771","1","1","2011",""
"910384710","818031348","1","0.2","2014",""
"15678663","1151337120","1","1","2008",""
"530304520","747069553","1","1","2008",""
"317745076","747593842","1","1","1987",""
"1053039111","1151009441","1","0.4","2004","2011"
"937055125","344571459","1","0.1","2011",""
"717315490","1151140513","1","1","2008",""
"14149895","2028081536","1","0.05","2008",""
"1359482097","1980961833","1","0.206","2007",""
"466705430","1910786472","1","0.6","2015",""
"1067138251","747987058","1","1","2007",""
"1137354331","1151271585","1","0.1","1999","2010"
"460032426","700932891","1","0.51","2009",""
"217049062","344768067","1","1","2013",""
"140422252","700080923","1","0.9","2004",""
"727113370","818490098","1","0.6","1994",""
"61740863","415205571","1","0.094","2008",""
"119403874","415205571","1","0.028","2008",""
"996010274","1150878370","1","1","2015",""
"644979356","2028343679","1","0.7","1995","2012"
"1281769910","344440388","1","0.333","2015",""
"1082061774","747724915","1","1","2006",""
"1082637269","818293490","0","0.9","2001",""
"1002924047","1577808377","1","0.402","2000",""
"1245201618","700736284","1","1","1998",""
"283812293","344571460","0","0.05","2004","2006"
"1128608054","2028081535","0","1","2014",""
"1439611989","1577677305","1","0.321","2005","2013"
"1036854011","2027950463","1","0.556","2015",""
"629682187","414746819","1","0.8","2014",""
"143932025","1981813800","0","1","2014",""
"164531548","700080924","1","0.333","1992","2005"
"127095696","1910393258","1","0.5","2010",""
"288156350","747593844","1","1","2012",""
"625892867","415205570","1","0.5","2014",""
"1316624480","415140034","0","1","2009","2014"
"647572732","1577939448","0","0.9","1991",""
"156314052","2028147070","1","1","2012",""
"587491432","747855988","1","0.8","2014",""
"156314052","344636997","1","1","2006","2009"
"631155820","1980961831","1","0.333","2004","2014"
"166670351","343850565","1","1","2014",""
"870454737","2028802430","1","0.5","2014",""
"196760760","2028343685","1","0.5","2015",""
"790901046","1910458787","1","1","2015",""
"1298816512","415140041","1","1","2010",""
"95259050","818359032","1","1","2010",""
"40352956","1981158446","1","0.5","2001","2005"
"185666020","818293496","1","0.135","2014",""
"1307860612","414877897","1","0.9","2013",""
"702141382","748052589","1","1","2001",""
"907444130","1981813806","1","1","1999",""
"75919755","700080918","1","1","2012",""
"1254174080","344309311","0","1","2014",""
"35551148","1578004990","0","0.011","2007",""
"1298816512","818424567","1","1","2010",""
"759186180","1910524324","0","0.8","2003","2003"
"1405782935","1577873918","1","0.5","2012",""
"930510412","1981092909","1","0.8","2015",""
"250853279","1151074973","1","1","2014",""
"1193535950","1910655396","1","0.5","2015",""
"397612726","1981027373","0","0.6","2010",""
"138572905","1577742846","0","1","1992",""
"907444130","700867351","1","1","2011",""
"115059818","2028016004","1","0.255","2015",""
"1417340832","747987054","1","0.5","1993","2008"
"907388167","1909868964","1","1","2003",""
"575701195","343850559","1","1","2007",""
"175422254","414877895","1","0.179","2010",""
"1316706960","747987055","1","0.9","2015",""
"530133302","2027950467","1","0.25","2014",""
"498471295","700998424","0","0.75","2010",""
"1195266475","1981813804","1","0.976","1994",""
"848911097","415729863","1","0.5","1996",""
"238020283","1578463741","0","0.6","2006","2008"
"926122461","1151009439","1","1","2013",""
"1447469568","344505921","1","0.49","2010",""
"1395064294","818293493","0","0.05","2015",""
"885847579","415008966","0","0.333","2015",""
"322288201","2028147074","1","1","2015",""
"1371900722","1980961835","1","0.2","1996","2004"
"1289933572","1980896299","1","1","2009",""
"1001949874","1151337119","1","0.015","1967",""
"924912392","1150354079","1","0.051","2005",""
"678711713","1150419615","1","1","2014",""
"641942602","2028802434","1","1","2011",""
"19052447","415140029","1","1","1988","2012"
"396386712","1981158434","1","0.95","2006","2015"
"274181234","1910589871","1","0.65","2006",""
"680039753","747790457","1","0.43","2010",""
"567840","700867362","1","0.5","1998",""
"1317161057","747987065","1","0.4","2014",""
"255249593","414812349","1","1","2015",""
"1214584771","1910852015","1","0.5","2003",""
"506161170","700998434","0","0.9","2012",""
"362491132","344309323","1","0.2","2007",""
"657182313","747593850","1","0.9","2012",""
"641632779","1981289505","1","0.99","2005",""
"631155820","1578004978","1","0.333","1999",""
"1046669642","1577939442","1","1","2011",""
"130935114","344440395","0","0.008","2000",""
"326345442","415074492","1","1","2013",""
"1278320224","344505931","1","1","2003",""
"907444130","1577808370","1","1","2012",""
"926253538","1910655408","1","0.2","2010",""
"1068051514","1151140521","1","1","2012",""
"645487151","344702539","0","0.333","2010",""
"95700042","344768075","1","0.4","2011",""
"264617018","1980830753","0","1","2008",""
"793897519","1150354089","0","1","2015",""
"946770495","1691945350","1","1","1995",""
"172351135","1644825647","1","1","2002","2005"
"1258499456","1644760111","1","0.51","2014",""
"124804479","1644694575","1","0.5","2014",""
"1387111590","1487473307","1","0.333","2005",""
"166670351","1691748742","1","1","2014",""
"1258397857","1084254316","1","0.5","1995",""
"124447077","1487538843","1","0.1","1996","1998"
"722266305","324739429","1","1","2008",""
"280393591","1241344512","1","1","2008",""
"422373706","125599265","0","0.7","2002",""
"554881893","481764089","1","1","2012",""
"1383036110","1084319852","0","1","2010",""
"467462275","2048699998","1","0.197","1995",""
"640872061","79265994","1","1","2013",""
"999674043","2048175709","1","1","2012",""
"790901046","1241606655","1","1","2014",""
"1094535071","1084057709","1","0.9","2001",""
"234023105","2047979101","1","1","1993",""
"630503494","1644563502","1","0.7","2010",""
"199914702","2047782493","1","0.39","2004",""
"640111019","1084385389","1","1","2011",""
"618831988","78414025","1","1","1990",""
"1387111590","125402656","1","0.333","1994",""
"1206344371","1692469637","1","0.9","2008",""
"280139374","1487276701","1","1","2010",""
"988807284","324673895","1","0.1","1998","2005"
"309235001","1691748740","1","1","2010",""
"95259050","1487604381","1","1","2010",""
"14954951","1644497965","1","0.59","1991",""
"1395064294","2047716956","1","0.05","2011",""
"932207054","1691945347","1","0.67","2014",""
"15678675","1644825644","1","0.16","1995",""
"915330030","1691879811","1","1","2011",""
"484549085","2047979099","1","0.51","2015",""
"1380614533","1241410045","1","0.4","2014",""
"801714486","1084385391","1","0.8","2005",""
"95259050","2047716955","1","1","2011",""
"387540322","79331527","1","1","2014",""
"631155820","1692469635","1","0.333","1999",""
"705686257","1645349932","1","1","1985",""
"901190937","1486817950","0","1","2012",""
"95259050","1487342231","1","1","2008",""
"1009730902","125795877","0","0.95","2013",""
"500467802","1487407767","1","0.4","2007",""
"156613395","1241475588","1","0.25","2000",""
"1402407679","1084254312","1","0.9","2009",""
"1057137179","1241344516","1","0.4","2003",""
"153825295","1691683210","1","0.75","2011",""
"513045253","481764093","1","1","2009","2010"
"923584355","1644563507","1","0.2","2004","2007"
"1442807715","481698557","1","0.6","2001","2004"
"219092433","481633021","1","0.51","2010",""
"907444130","1644432435","1","1","2011",""
"440491453","1486752407","1","1","2013",""
"1456861376","482550525","1","0.51","2014",""
"1395064294","324018529","0","0.05","2015",""
"937218750","1691945353","1","1","2013",""
"381032290","1084188777","1","0.9","1993",""
"61150902","78610637","1","0.9","1997",""
"1457502340","2047913569","1","0.5","2014",""
"1298816512","1487538840","1","1","2011",""
"461986935","78545101","0","0.2","2013",""
"1231063792","125599268","1","1","2006",""
"156314052","481764092","1","1","2007",""
"362127248","78414029","1","0.9","2003","2005"
"853051915","1084450921","0","0.05","2004",""
"141748581","324936034","1","1","2001",""
"1019451281","79331533","1","1","2010",""
"393532129","1241606658","1","0.5","2008",""
"1395064294","482026235","0","0.333","2015",""
"116987547","1644825649","1","0.8","2002",""
"891378425","324542819","1","1","2009","2012"
"965255809","125795875","0","1","2010",""
"765084097","78676172","1","0.55","2003",""
"865126252","1487538841","0","0.4","2013",""
"1053342921","78545100","1","0.8","2010",""
"1384835335","1241344514","1","1","1998",""
"548345892","1644432433","1","1","2005",""
"1366246637","1487735449","1","0.1","2000",""
"567840","126320163","1","0.5","1990","2007"
"259418032","482091770","1","1","2014",""
"546763729","324477284","0","1","2007",""
"695897665","1644825648","1","0.52","2000","2002"
"880880927","1691879815","1","0.5","1994","2006"
"316235369","125664802","1","1","2015",""
"421301875","324739428","1","1","2008",""
"1349755785","1241278977","1","1","2015",""
"156314052","2047716959","1","1","2005",""
"925910215","1241147905","1","0.7","2015",""
"138679278","1083467883","1","1","2007",""
"907444130","323952996","1","1","2006",""
"350726114","125861401","1","0.16","2014",""
"1449025374","1084057716","1","0.11","2012",""
"1204049372","1241541112","0","1","2009",""
"1395064294","1644694567","0","0.04","2015",""
"541999258","324804973","0","0.5","1997","2004"
"1107588597","2047782486","1","0.9","2004","2012"
"100341430","481633009","0","0.4","2001","2008"
"1289332045","1084450932","1","0.333","2010",""
"620603553","482616049","1","1","2005",""
"373120119","1083467892","1","0.832","2001","2006"
"743213746","79331522","1","0.8","2009",""
"523969355","126385689","1","0.4","2000",""
"156314052","2048634454","1","1","2007",""
"134461290","324018541","1","1","2010",""
"1459177305","2048175701","1","0.5","2008",""
"965255809","78676161","0","1","2015",""
"1137831549","2047848021","1","0.95","2011",""
"99930682","1241213431","1","1","2014",""
"1275556683","481633008","1","1","2010","2014"
"619588860","2047716949","1","0.4","2006",""
"628340806","1084450933","0","1","2012",""
"732046267","324936046","1","0.2","1991","2004"
"405691129","1486752420","0","0.952","2005",""
"1289933572","126320152","1","1","2010",""
"1047652510","1101525969","1","0.55","2009",""
"118081186","1504810496","0","1","2002",""
"114323855","1054471802","1","0.01","2015",""
"118369338","698438050","1","1","2014",""
"1045413166","464361364","1","0.2","2014",""
"169774211","1674149409","1","1","1991",""
"69229402","464230292","1","0","1986",""
"185573982","1053816442","1","1","2013",""
"114163147","2031231737","1","0.01","2012",""
"95259050","2030772984","1","1","2008",""
"498890035","61404516","1","0.199","2013",""
"1126445366","1224203930","1","1","2015",""
"996537975","61338980","1","0.6","2014",""
"997511452","1224072858","1","1","1992",""
"1419580697","1504810497","1","0.85","1987",""
"893934197","698372515","1","0.8","2008",""
"595510952","1101657042","1","0.3","2011",""
"621034112","1223941786","1","1","2013",""
"251539863","1504941569","1","0.333","2003",""
"401757075","1628012745","1","0","1992",""
"394312560","1675001376","1","0.8","1999",""
"1024215760","61404515","0","1","2013",""
"1304548391","1627422920","0","0.5","2014",""
"631155820","61142371","1","0.333","2003","2012"
"268954307","1054602876","1","1","2014",""
"1323915288","1505007106","1","0.6","2007",""
"961066","698503588","1","0.51","2012",""
"867946780","1505072642","1","0.34","2008",""
"1318614557","1627029704","1","0.75","2008",""
"555351916","1053816444","1","1","2014",""
"664312472","2030772982","1","0.2","2003","2014"
"367299416","464295825","0","0.51","2014",""
"636107587","2030314230","1","0","1995","2008"
"622755353","1101853652","0","0.5","2010",""
"251634273","1505138179","1","0.9","2010",""
"575609351","1504155139","1","0.99","2014",""
"91690678","465147793","1","0.45","2010","2012"
"533442927","1053881981","1","0.99","2010",""
"700498946","1101394893","1","1","2003",""
"1463597418","698241438","1","0.03","1995","2007"
"1008568515","464557976","1","1","2007",""
"1078978952","1224072863","1","0.9","1996","1999"
"412179220","1224072863","1","0.1","1996","1999"
"603397443","464492440","1","0.75","1998",""
"888149554","61207913","0","0.5","2010",""
"531182026","1627291854","1","0.2","2014",""
"143151523","1674346021","0","0.123","1999",""
"829344950","1101657037","1","0.03","2011","2013"
"946770495","698438046","1","1","1993",""
"952279646","1054668406","1","1","1988",""
"911177362","2030379773","1","0.286","2000","2005"
"546763729","464295832","1","0.5","1993","1998"
"1462489658","698569118","1","0.03","2004",""
"804383429","1628012750","1","1","2012",""
"165370485","1675066917","1","0.35","2004",""
"181390724","1504679421","1","0.5","1993","2000"
"334978334","1504744957","0","0.38","2009",""
"1302152917","464492439","1","0.99","2013",""
"1028641734","1674280484","0","1","2014",""
"539522741","1054602871","1","1","2012",""
"1264666039","2030379772","1","0.5","2015","2015"
"1289933572","1223745182","1","1","2012",""
"140187490","1674542627","1","0.1","2010",""
"829344950","1627422924","1","0.022","2013",""
"138679507","1054406264","1","0.5","2014",""
"1446876670","2030510843","1","0.2","2012",""
"516268541","1223876253","1","0.02","2011",""
"731816542","1053816440","1","1","1990",""
"126444313","2031231739","1","0.51","2011",""
"536722517","1053881976","1","1","2011",""
"1443269910","698110369","1","0.45","2013",""
"380770778","1101394896","1","0.057","2015",""
"284474356","698175905","1","0.3","2011",""
"166670351","1627422923","1","1","2014",""
"242178413","2030576378","1","0.063","2004",""
"1418089164","698372513","0","1","2014",""
"1427238138","1223941788","1","1","1992","2011"
"95259050","1101722576","1","1","2009","2012"
"1281941138","1505007103","1","1","2015",""
"952279646","464230293","1","1","1989",""
"126937963","2031297274","1","0.25","2015",""
"918397537","1224662684","0","0.4","2014",""
"125877052","1504220671","1","0.7","2013",""
"554881761","1627488450","1","1","2002",""
"1194941855","1674411545","1","0.8","2015",""
"1045144940","1054537346","1","0.5","2006",""
"1421022805","2030510833","1","0.273","2013",""
"1427404663","1054733954","1","0.167","1992",""
"1053039111","1627029698","1","0.2","2000",""
"731816542","465213324","1","1","2009",""
"1395064294","61928797","0","0.026","2015",""
"315542917","1627488449","1","0.153","1984",""
"274181234","1224203922","1","1","2007",""
"536734509","464557963","1","0.45","2014",""
"483142881","1674411544","1","0.51","2012",""
"628340806","61142364","0","1","2015","2015"
"260386246","464361355","1","1","2007",""
"13524413","1054733955","1","0.4","2014",""
"882856645","464230283","1","1","2015",""
"1315867829","61928796","0","1","2014",""
"784417211","1675066904","1","0.35","1999","2011"
"273963664","1158184481","1","1","1993","2013"
"394312560","1617884113","1","0.7","2004",""
"672475598","1110999242","1","1","2006","2014"
"266779636","1617949649","1","1","2008",""
"288156350","455150235","1","0.5","2011",""
"156314052","1570961018","1","1","2005",""
"926405380","1110802634","1","0.99","2012",""
"1067597012","1571026554","1","0.125","2011",""
"603135292","1158839841","1","0.3","2005",""
"507963164","1617621970","1","1","2013",""
"556842174","1158250016","1","0.777","1997",""
"802493759","1514414840","1","0.42","2012","2013"
"1408701975","1214468515","1","1","2014",""
"633307338","707845786","0","0.95","2014",""
"1194941855","1514349304","0","0.9","2013",""
"166670351","1214534051","1","1","2013",""
"1051977595","1617818578","1","0.99","2007",""
"1049474878","707780250","0","0.34","2013",""
"158996419","1214599587","1","0.152","2008",""
"608722206","1214796195","1","1","2015",""
"213343798","454298268","1","0.496","1997",""
"5569781","454363804","1","1","2014",""
"424499988","1570109051","0","0.056","2013",""
"1461417294","1617687507","1","0.5","1997",""
"1427238138","707911321","1","1","1982",""
"103594081","2020972034","1","0.1","1988","2005"
"1272881365","2021037570","1","1","2010",""
"1014764486","51734638","0","1","2012",""
"407366121","2021168642","1","0.01","2012",""
"537365267","1617949651","1","0.2","2003",""
"666299313","707583641","1","0.154","2009",""
"95598454","1213813156","1","0.75","2006","2009"
"670785657","51013742","1","1","2014",""
"1090209722","454298269","1","1","2005",""
"302883268","1570109052","0","1","2008",""
"286832640","1111261383","1","1","2013",""
"1153381663","707911320","0","0.9","2014",""
"1289176886","1570633341","1","0.333","1997",""
"397125073","1111130311","0","0.01","2005",""
"143471096","1514349302","1","1","2011",""
"67430663","1214599589","1","1","1999",""
"68335581","51800175","1","1","1999",""
"68401118","1514218230","1","1","1986","2008"
"187465337","1214665125","1","0.7","2009","2011"
"782225244","455150238","1","1","2014",""
"1986201","1570961021","1","1","1992","2003"
"924689970","1515004662","0","0.1","1995",""
"893608346","1111720135","1","0.275","2011",""
"708378578","707976863","0","1","2009","2014"
"362127248","1617687501","1","0.8","2003",""
"1298547627","707911327","1","0.4","2011",""
"359738102","1514414845","1","0.92","2003",""
"243728048","2021037564","1","0.15","2013",""
"416642355","51734632","1","0.1","2000","2005"
"554857973","707780255","0","1","2013",""
"350022727","455084695","1","1","2012",""
"1273739264","707649183","1","0.6","2015",""
"536722517","1157987877","1","0.8","1999","2007"
"61150902","1157922341","1","1","2005",""
"448438679","1618080717","1","0.1","2014",""
"197088444","1571026550","1","0.1","1995","2003"
"1449025374","1515070205","0","0.047","2013",""
"901190937","51013736","1","1","2004",""
"1248466587","2020382204","0","1","2007","2013"
"35092396","708435615","1","1","1990","1990"
"1298816512","1514480380","1","1","2001",""
"955026815","1617687502","1","1","1989",""
"703495806","1617753038","1","1","2000",""
"1184623582","1214534047","0","0.809","2012",""
"880880601","455084696","1","1","2013",""
"1300770994","1514087164","1","1","2014",""
"1067200968","1571026551","0","1","2014",""
"1289933572","1111720141","1","1","2012",""
"1269390100","1514545915","1","0.2","2013",""
"1301491142","1158184483","1","1","1982",""
"251629121","1157987875","1","0.6","2013",""
"428383466","1514152699","0","1","2001",""
"128695381","1214730656","1","0.75","1988",""
"18403018","1618015183","1","0.014","1994",""
"1323915288","1110802636","1","0.9","2011",""
"1294050963","51013738","1","0.49","2007",""
"236284303","2020382206","1","1","1993",""
"430061044","454363801","1","1","2012",""
"959351989","2020447742","1","1","1996","2004"
"1379077362","1514480378","1","0.1","1989","1999"
"1127182731","1514349306","1","0.16","1992",""
"647650138","1111064779","1","0.282","2011",""
"924861417","1617884112","0","1","2010",""
"549775620","1570829945","0","0.55","2006",""
"99930682","1214730657","0","0.55","2015",""
"829344950","707583644","0","0.1","2013",""
"1298816512","454298266","1","1","2012",""
"151674473","1213878689","1","1","2005",""
"1403071449","2020447743","0","1","2014",""
"532385046","1617621977","1","0.9","2006",""
"1122833341","1111261378","1","0.9","2012",""
"644015873","707976851","1","0.31","1999",""
"300238681","1570633346","1","1","2006",""
"411026816","1214468522","0","0.054","2004",""
"1046669642","1617818585","1","1","2004",""
"123451691","1158118937","1","0.333","1992",""
"903315847","455084707","1","1","2013",""
"136434436","455150243","1","0.6","1996",""
"520594084","1214730666","1","0.333","1988","1991"
"1298816512","1515070193","1","1","2011",""
"481945890","1213878698","1","1","2009",""
"1352579886","2020447752","1","0.49","2010","2012"
"279942767","1158774297","1","1","2013",""
"1251463060","51538037","0","0.68","2005",""
"765186715","454822564","1","1","2015",""
"156314052","707976850","1","1","2008",""
"1337363936","1514480368","1","1","1993",""
"229458363","1214402987","0","0.5","2015",""
"1444979364","454888100","0","1","2015",""
"126444313","1111195841","1","0.9","2012",""
"1092693934","51669109","1","0.1","2011",""
"447604797","454953636","1","0.6","2006","2012"
"654918730","1514349296","1","0.9","2006",""
"780157894","2021234185","1","0.01","2014",""
"949720585","707518098","1","1","1994",""
"255420816","1570043523","1","1","2012",""
"786646063","1158774296","1","1","2004",""
"155231596","435554971","1","1","2010",""
"1024316032","1533682425","1","1","1986","2013"
"1304601217","1177386529","1","1","2009",""
"785169757","1177320993","1","1","2010",""
"1920663","435882651","1","0.7","2012",""
"1003856481","1598747601","1","0.2","2014",""
"872045270","1130135754","1","1","2005",""
"1176064427","1597764561","1","1","2014",""
"1298816512","32270445","1","1","2012",""
"834267399","2001638913","1","0.5","2015",""
"248065478","1177517600","1","0.5","2010",""
"503882387","1598550994","0","0.95","2013",""
"943563946","1551627899","1","0.8","2015",""
"1427404663","1195463075","0","0.125","2012","2015"
"893934329","434965148","1","0.9","2008",""
"838896771","727834266","0","0.249","2012",""
"603200835","1131053257","1","0.5","1989",""
"741039721","1533813495","1","0.95","2000",""
"907444130","435554973","1","1","2003",""
"288829599","727244441","1","0.18","2010",""
"529096042","1130463432","1","0.15","2005",""
"896043531","1533616887","1","1","1992",""
"1035466371","2001901058","1","0.6","2015",""
"1064681320","1177320991","1","0.1","2011",""
"116325668","726916761","1","0.3","2015",""
"156248524","726916761","1","0.2","2015",""
"744166720","1551693436","1","0.234","2007",""
"1359416552","31680622","1","0.5","2010",""
"1317274429","434965149","1","0.4","2015",""
"1044161024","1131053256","0","0.65","2009","2011"
"1344596430","32204911","1","0.05","2010",""
"235414448","1598419924","1","0.6","2011",""
"1387111590","1195200933","1","0.333","1996",""
"286832640","32401519","1","1","2013",""
"725328513","1533616886","1","0.155","2004",""
"907444130","1130332359","1","1","1999",""
"932035537","1195069854","1","0.938","1999","2002"
"945414855","1130528974","0","0.95","1995",""
"1072050354","2001704444","1","0.3","1996","2003"
"439752546","727113375","1","0.455","2004","2012"
"140881006","1177386533","0","0.133","1987","2003"
"171776255","1195331998","1","0.35","2011",""
"870454737","726982303","1","0.667","2014",""
"120142652","2001901052","1","1","2014",""
"923518820","1177255461","1","0.655","1995","2004"
"322019837","1598747597","1","1","2000",""
"381067152","1177189925","1","0.5","2014",""
"45564057","1131053262","0","0.9","2009","2014"
"1130070217","32204905","1","0.9","2003","2012"
"649551196","1130594509","0","0.3","2014",""
"805145495","2001573373","0","1","2012",""
"536722517","1130528973","1","0.67","2002","2009"
"134461290","2001638909","1","1","2009",""
"1252261934","1177583140","1","0.35","1995",""
"1369124747","1598550990","1","0.49","2008",""
"1307036853","1130332365","1","1","2012",""
"631155820","2001901053","1","0.333","2003",""
"1035531897","2001966589","1","1","2005",""
"471572922","435948184","0","1","1992",""
"1387111590","1131053261","1","0.333","1999",""
"861608204","1533813499","1","0.2","2005",""
"939995345","1177517603","1","1","2014",""
"123451691","1551365752","1","0.333","1989",""
"1463466340","1598550991","0","0.47","2015",""
"238633926","727047837","0","0.244","2003",""
"115062639","32663658","1","0.059","2013",""
"772263432","435948185","1","0.7","1996",""
"348029325","1551693432","1","0.075","2005",""
"528280014","31680618","1","1","2009",""
"229917117","32270443","1","1","2004",""
"945714281","727244444","1","1","2013",""
"1133182930","1195200929","0","0.85","2013",""
"1422972567","1551496825","1","1","2002","2009"
"1001872802","2001966591","1","0.3","2014",""
"1217989087","1533420282","0","0.4","2010","2011"
"86973762","1598747600","1","0.1","1999",""
"923518820","2002032127","1","1","1993",""
"119125822","1533747953","1","1","2015",""
"1427500285","1551365762","1","0.11","2000",""
"601817042","727047827","1","0","1998",""
"1188340189","727047827","1","0.008","1998",""
"1456120347","1177386521","1","1","2004",""
"1057274736","32598132","1","1","2014",""
"528702826","2001966600","1","0.5","2014",""
"1431294964","1177255449","1","0.667","2007",""
"396346558","1550710402","1","0.1","1999","2006"
"1011982549","1533879024","1","1","2013",""
"210560928","32270453","1","0.5","1992","1998"
"1151742033","1130528961","1","0.7","2009",""
"1412466825","1533747952","1","0.6","2014",""
"336217980","435620516","0","1","2011",""
"1315867829","1130332353","1","1","1999",""
"625439264","727047826","0","0.79","2014",""
"267398396","726982290","1","0.266","1998","2010"
"1046669642","1178172952","1","1","1997",""
"59578078","1550775939","1","0.7","1988","2008"
"727178905","1711231394","1","0.6","2013",""
"1318787195","2067527290","1","0.5","1994","1998"
"1019451281","210951835","1","0.5","1999",""
"1243602589","1777035776","1","0.75","2005",""
"1314449800","1017455353","1","0.5","2011",""
"1409638805","614170826","1","1","2007",""
"1326669514","548825196","1","0.32","2004","2013"
"1288759758","952175259","1","0.1","2013",""
"498471295","613908682","0","0.2","2009","2011"
"219092433","2113991633","1","1","1982",""
"1033616407","951192219","1","1","2007",""
"469624699","614891722","0","0.15","2002","2010"
"906845146","1777691136","0","0.4","2015",""
"31677799","614367433","1","0.5","2013",""
"636173122","1017520888","0","0.485","2012",""
"866445179","1711493539","1","0.1","2015",""
"1387111590","548694125","1","0.333","2001",""
"274181234","2067920507","1","1","2006",""
"1130070217","1018176248","1","0.202","1983",""
"1422741740","951192220","1","0","1992",""
"907116452","614826185","1","0.99","2012",""
"255617430","661356063","1","0.4","1997","2001"
"20637757","661290527","1","0.085","2012",""
"1117235362","951913117","0","0.34","2004","2006"
"1125550700","548694126","0","0.49","2010",""
"522756757","661028383","0","0.2","2006",""
"622755364","952175261","1","0.01","2015",""
"1413689487","547907694","1","1","2010",""
"109222556","2114057171","1","0.5","2015",""
"283615684","661421598","1","0.95","2014",""
"927686276","1017520886","1","0.9","2014",""
"123451691","2114646996","1","0.333","2007",""
"2051729","951847582","1","1","2010",""
"432900914","951978654","1","1","2012",""
"501730292","614105287","1","0.09","2011",""
"93537028","210755224","0","0.7","2014",""
"140815473","952175262","1","0.6","2015",""
"120449872","660962846","1","0.1","2004","2010"
"21281982","1777691133","1","0.99","2010",""
"1009730902","1710772645","1","0.99","2012",""
"551581609","951257758","0","0.3","2008",""
"496417648","2114515917","0","0.125","2012",""
"235217840","1777166852","0","0.461","2003",""
"156248524","661421605","1","1","1999",""
"678711713","951782039","1","0.9","2010",""
"1419613796","951847575","1","0.2","1997","2000"
"538007964","2067592822","0","0.4","2013",""
"1187047886","1017389821","1","0.514","1989","1993"
"1106327508","1711493534","1","0.263","2009",""
"300263059","951978647","1","1","2008",""
"855971448","614105294","1","1","1995","1998"
"1059660629","210820767","1","0.5","2010",""
"99507486","1711559070","1","0.3","2015",""
"455707050","1018176253","0","0.99","2012",""
"1208019336","1710772638","1","0.51","2014","2015"
"33757053","951257751","1","0.55","1988",""
"946770495","548431977","1","1","1993",""
"728785012","211017374","1","0.3","1998","2008"
"862588146","2114646990","1","1","2012",""
"103594081","548694121","1","0.45","2003","2010"
"1428173110","548759657","1","0.5","1991","1999"
"1133182930","2114909134","0","0.04","2006",""
"1024187562","547907689","1","0.163","2013",""
"1338751997","951782041","1","0.2","2015",""
"998148848","951782041","1","0.2","2015",""
"1082637269","1776904706","0","0.3","2011",""
"735242204","661159459","0","0.51","2014",""
"945714351","2114843599","1","0.923","2010",""
"952279646","614039756","1","0.24","1996","2008"
"1314462118","2066937464","1","0.025","1995","2004"
"877961094","1018110715","1","1","2003",""
"1131676323","1710772640","1","0.6","2011",""
"33757053","548431979","1","0.265","1996",""
"767974815","614367435","1","0.04","1994",""
"410588854","661224994","1","0.1","2013",""
"99507486","1017389818","0","0.51","2010",""
"652584269","1711493537","0","1","2014",""
