"EID","ProjectID","BiddingDate","SameProvince"
"897111079","4088386","2014-04","0"
"897111079","3142480","2013-11","1"
"897111079","3152040","2013-11","0"
"897111079","2983843","2013-09","0"
"897111079","3061995","2013-10","0"
"897111079","3061888","2013-10","0"
"897111079","4293126","2014-06","0"
"897111079","4142782","2014-05","1"
"897111079","4207434","2014-05","0"
"897111079","5650351","2015-08","1"
"897111079","5673233","2015-08","0"
"897111079","5746872","2015-08","0"
"897111079","5119138","2015-03","0"
"897111079","4315033","2014-07","1"
"897111079","5384092","2015-06","0"
"897111079","4468527","2014-08","0"
"897111079","4105730","2014-04","1"
"897111079","5449553","2015-06","0"
"897111079","4847328","2014-12","0"
"897111079","5533903","2015-07","1"
"897111079","5425852","2015-06","0"
"897111079","4392551","2014-07","1"
"897111079","4819995","2014-12","0"
"897111079","4161937","2014-05","1"
"897111079","4971518","2015-01","0"
"897111079","4834945","2014-12","0"
"897111079","4273938","2014-06","1"
"897111079","4271266","2014-06","1"
"897111079","4623412","2014-10","0"
"897111079","4697203","2014-11","0"
"897111079","4441423","2014-08","0"
"897111079","4832634","2014-12","1"
"897111079","4139684","2014-05","1"
"897111079","5237710","2015-04","0"
"897111079","4012230","2014-02","0"
"897111079","5378013","2015-06","0"
"897111079","4083526","2014-04","0"
"897111079","4658269","2014-10","1"
"897111079","4659177","2014-10","0"
"897111079","4018030","2014-02","0"
"897111079","4814107","2014-12","0"
"897111079","4673383","2014-10","1"
"897111079","4109572","2014-04","0"
"897111079","5601524","2015-07","1"
"897111079","5036346","2015-03","1"
"897111079","5212955","2015-04","0"
"897111079","4884447","2014-12","0"
"897111079","5143322","2015-03","0"
"897111079","5345359","2015-05","0"
"897111079","4141822","2014-05","1"
"897111079","4441615","2014-08","0"
"897111079","4578753","2014-09","0"
"897111079","4771722","2014-11","0"
"897111079","4161692","2014-05","1"
"1183754361","4463597","2014-08","1"
"659375376","3196344","2013-12","1"
"659375376","2977478","2013-09","0"
"659375376","5390943","2015-06","0"
"659375376","4434993","2014-08","0"
"659375376","5200589","2015-04","1"
"659375376","4538254","2014-09","0"
"659375376","5456469","2015-06","1"
"659375376","4465503","2014-08","0"
"659375376","5131824","2015-03","0"
"659375376","4683493","2014-10","0"
"659375376","5462081","2015-06","1"
"659375376","5555808","2015-07","1"
"659375376","5475146","2015-06","1"
"659375376","5097610","2015-03","1"
"659375376","5699075","2015-08","0"
"659375376","5447995","2015-06","0"
"659375376","4845968","2014-12","0"
"926298127","4725965","2014-11","1"
"926298127","5408701","2015-06","1"
"107275817","3229842","2013-12","1"
"107275817","5112565","2015-03","1"
"107275817","5136203","2015-03","1"
"107275817","4959023","2015-01","1"
"107275817","3977471","2014-01","1"
"107275817","4003956","2014-01","1"
"107275817","4895002","2014-12","1"
"107275817","4538452","2014-09","1"
"107275817","4875163","2014-12","1"
"107275817","5384587","2015-06","1"
"107275817","4762418","2014-11","1"
"107275817","3979963","2014-01","1"
"107275817","4114173","2014-04","1"
"107275817","4679521","2014-10","1"
"107275817","4912208","2015-01","1"
"107275817","4247675","2014-06","1"
"107275817","4017790","2014-02","1"
"107275817","4961568","2015-01","0"
"107275817","4159793","2014-05","1"
"501391767","3171889","2013-11","1"
"648228712","5281110","2015-05","1"
"192189331","3238094","2013-12","1"
"192189331","3064252","2013-10","1"
"192189331","4685778","2014-10","1"
"192189331","3055534","2013-10","1"
"192189331","3053031","2013-10","1"
"192189331","3055546","2013-10","1"
"192189331","4685785","2014-10","1"
"192189331","3053028","2013-10","1"
"192189331","4630979","2014-10","1"
"192189331","4224936","2014-06","1"
"192189331","5145684","2015-03","1"
"192189331","4871549","2014-12","1"
"192189331","4042172","2014-03","1"
"192189331","4870414","2014-12","1"
"192189331","4111510","2014-04","1"
"192189331","5166969","2015-04","1"
"192189331","5604456","2015-07","1"
"192189331","4811807","2014-12","1"
"192189331","5781839","2015-08","1"
"192189331","4194403","2014-05","1"
"192189331","4615187","2014-10","1"
"192189331","4705471","2014-11","1"
"192189331","4606321","2014-10","1"
"192189331","4131710","2014-04","1"
"192189331","4867225","2014-12","1"
"192189331","5389756","2015-06","1"
"192189331","5229407","2015-04","1"
"192189331","5653304","2015-08","1"
"192189331","5309461","2015-05","1"
"192189331","5589764","2015-07","1"
"192189331","5759256","2015-08","1"
"192189331","5604739","2015-07","1"
"192189331","5550860","2015-07","1"
"192189331","5000523","2015-02","1"
"192189331","5616024","2015-07","1"
"192189331","4518389","2014-09","1"
"192189331","4611629","2014-10","1"
"192189331","5500741","2015-07","1"
"192189331","5653147","2015-08","1"
"192189331","5220189","2015-04","1"
"192189331","4247790","2014-06","1"
"192189331","4971956","2015-01","1"
"192189331","3997292","2014-01","1"
"192189331","4589672","2014-09","1"
"192189331","5532540","2015-07","1"
"192189331","4048876","2014-03","1"
"192189331","5540319","2015-07","1"
"192189331","4983423","2015-02","1"
"192189331","4439270","2014-08","1"
"192189331","4731602","2014-11","1"
"192189331","5653143","2015-08","1"
"192189331","5781814","2015-08","1"
"192189331","4705615","2014-11","1"
"192189331","4582152","2014-09","1"
"192189331","5122152","2015-03","1"
"192189331","4621464","2014-10","1"
"192189331","5516861","2015-07","1"
"192189331","4974554","2015-01","1"
"192189331","5500750","2015-07","1"
"192189331","4860172","2014-12","1"
"192189331","4630983","2014-10","1"
"192189331","4627028","2014-10","1"
"192189331","4685423","2014-10","1"
"192189331","4626349","2014-10","1"
"192189331","4273988","2014-06","1"
"192189331","4157867","2014-05","1"
"1279041846","4043294","2014-03","0"
"1279041846","5271188","2015-05","0"
"1279041846","5662531","2015-08","0"
"1279041846","5453491","2015-06","0"
"1279041846","5682614","2015-08","0"
"1279041846","4015935","2014-02","0"
"1279041846","5699379","2015-08","0"
"1279041846","4470720","2014-08","0"
"1279041846","4828246","2014-12","0"
"1279041846","5203663","2015-04","0"
"1279041846","4096665","2014-04","0"
"1279041846","5737869","2015-08","0"
"1279041846","3120493","2013-11","0"
"1279041846","3983466","2014-01","0"
"245852876","4860002","2014-12","1"
"245852876","3230606","2013-12","1"
"245852876","4208873","2014-04","1"
"245852876","5469384","2015-06","1"
"245852876","5644795","2015-07","1"
"245852876","4092399","2014-04","1"
"245852876","5644655","2015-07","1"
"245852876","4234149","2014-06","1"
"245852876","5698099","2015-08","1"
"245852876","4006640","2014-01","1"
"245852876","4208877","2014-04","1"
"245852876","5406700","2015-06","1"
"245852876","5739134","2015-08","1"
"245852876","4917823","2015-01","1"
"245852876","5537740","2015-07","0"
"245852876","5137043","2015-03","1"
"245852876","4829087","2014-12","1"
"245852876","5575594","2015-07","0"
"245852876","5550865","2015-07","1"
"245852876","4735610","2014-11","1"
"530481818","4831457","2014-12","1"
"1250759426","3042521","2013-10","1"
"1316427934","3974104","2014-01","0"
"631154848","3229842","2013-12","1"
"631154848","4538452","2014-09","1"
"631154848","4895002","2014-12","1"
"631154848","5136203","2015-03","1"
"631154848","5454402","2015-06","1"
"629253356","3031028","2013-09","1"
"1412328883","4029459","2014-02","1"
"1412328883","5506879","2015-07","1"
"1412328883","4882868","2014-12","1"
"1412328883","4603581","2014-10","1"
"620008694","3097001","2013-11","0"
"1269589889","5169401","2015-04","1"
"614266351","3077546","2013-10","1"
"614266351","4779869","2014-11","1"
"614266351","4132013","2014-04","1"
"559269035","3029790","2013-09","1"
"559269035","5516170","2015-07","1"
"559269035","5522357","2015-07","1"
"559269035","5015932","2015-02","1"
"559269035","4648847","2014-10","1"
"559269035","5516185","2015-07","1"
"559269035","5726682","2015-08","1"
"559269035","5556788","2015-07","1"
"559269035","4467210","2014-08","1"
"559269035","3987567","2014-01","1"
"559269035","4996678","2015-02","1"
"559269035","5575063","2015-07","1"
"559269035","5263751","2015-05","1"
"559269035","4944024","2015-01","1"
"559269035","5726643","2015-08","1"
"559269035","3995441","2014-01","1"
"559269035","5516162","2015-07","1"
"559269035","4691830","2014-11","1"
"559269035","4262865","2014-06","1"
"1276009504","3173485","2013-12","1"
"1276009504","5456793","2015-06","1"
"921423989","4689461","2014-11","0"
"1258553487","3084364","2013-10","1"
"1258553487","4856021","2014-12","1"
"258545857","5432828","2015-06","0"
"258545857","4755628","2014-11","0"
"920342315","5278380","2015-05","0"
"763091091","4847944","2014-12","1"
"588207289","3182209","2013-12","1"
"588207289","4267544","2014-06","1"
"588207289","4865778","2014-12","1"
"673947958","5608799","2015-07","1"
"1250850450","5171843","2015-04","1"
"1250850450","5583502","2015-07","1"
"1250850450","4537149","2014-09","1"
"400871506","5234808","2015-04","1"
"672741524","3235420","2013-12","1"
"672741524","3119145","2013-11","1"
"672741524","4437031","2014-08","0"
"672741524","4829239","2014-12","0"
"672741524","4060028","2014-03","0"
"672741524","4001431","2014-01","1"
"672741524","5506440","2015-07","0"
"672741524","4085672","2014-04","0"
"672741524","5114605","2015-03","1"
"672741524","4254798","2014-06","1"
"672741524","4757707","2014-11","1"
"672741524","5745360","2015-08","0"
"672741524","5108132","2015-03","1"
"672741524","5114604","2015-03","1"
"672741524","5586955","2015-07","1"
"672741524","4512573","2014-09","1"
"672741524","4913847","2015-01","1"
"672741524","4833794","2014-12","1"
"672741524","3110896","2013-11","0"
"672741524","4643679","2014-10","1"
"672741524","4299501","2014-07","0"
"672741524","5783865","2015-08","0"
"672741524","4663367","2014-10","1"
"21217423","4467312","2014-08","1"
"21217423","4417854","2014-08","1"
"21217423","4812377","2014-12","1"
"21217423","4731178","2014-11","1"
"21217423","4644610","2014-10","1"
"21217423","5630371","2015-07","1"
"21217423","5178334","2015-04","1"
"21217423","5738144","2015-08","1"
"418673474","4667405","2014-10","0"
"418673474","5329905","2015-05","0"
"418673474","5771057","2015-08","0"
"418673474","4072690","2014-03","0"
"1423215806","5202599","2015-04","1"
"777098323","4599342","2014-09","1"
"541944854","5263566","2015-05","1"
"154489249","5690673","2015-08","1"
"1280272090","4799359","2014-12","0"
"1280272090","4453456","2014-08","0"
"1042004755","4801773","2014-12","1"
"1415866987","3121504","2013-11","0"
"1415866987","3244451","2013-12","0"
"1415866987","4828555","2014-12","0"
"1415866987","5440076","2015-06","1"
"1415866987","4903344","2015-01","0"
"1415866987","5771040","2015-08","0"
"774062526","4224786","2014-06","0"
"275805726","4035832","2014-03","1"
"655929557","5670151","2015-08","1"
"655929557","4991900","2015-02","1"
"665662750","3222408","2013-12","1"
"655049868","5670536","2015-08","1"
"1214113756","4798419","2014-12","1"
"962446445","4452716","2014-08","1"
"258861702","5394485","2015-06","0"
"754752525","5482697","2015-06","1"
"754752525","4663932","2014-10","1"
"754752525","4016210","2014-02","1"
"1109258002","4456773","2014-08","1"
"1109258002","5279060","2015-05","1"
"309957645","3196431","2013-12","0"
"870707748","4454641","2014-08","0"
"870707748","5321629","2015-05","0"
"870707748","5212623","2015-04","0"
"566664073","3014564","2013-09","1"
"566664073","3052128","2013-10","1"
"566664073","4010322","2014-02","1"
"566664073","4182987","2014-05","1"
"256299160","4194403","2014-05","1"
"256299160","4875656","2014-12","1"
"256299160","5231935","2015-04","1"
"256299160","4941589","2015-01","1"
"857265826","5644658","2015-07","1"
"857265826","4929398","2015-01","1"
"1164053953","3043485","2013-10","1"
"1164053953","5193625","2015-04","1"
"1164053953","3998111","2014-01","0"
"1164053953","5307802","2015-05","1"
"1164053953","4758675","2014-11","1"
"1164053953","4321593","2014-07","1"
"248814605","3010659","2013-09","1"
"248814605","4074500","2014-03","0"
"248814605","5445050","2015-06","1"
"248814605","4245119","2014-06","1"
"161870469","3029023","2013-09","1"
"372395503","5788465","2015-08","0"
"758200031","4559750","2014-09","0"
"990720504","4898420","2015-01","0"
"990720504","4367375","2014-07","0"
"990720504","4900458","2015-01","0"
"1268800195","4984977","2015-02","0"
"1268800195","5611487","2015-07","0"
"141632581","4407349","2014-07","1"
"141632581","5707282","2015-08","1"
"933742445","4700103","2014-11","1"
"1012715734","5359649","2015-06","1"
"226304955","5266766","2015-05","0"
"1415128300","3120146","2013-11","1"
"419612032","5421379","2015-06","0"
"419612032","5501692","2015-07","0"
"419612032","5311237","2015-05","1"
"770937844","4894425","2014-12","0"
"770937844","5605415","2015-07","1"
"770937844","4343546","2014-07","1"
"770937844","5336913","2015-05","1"
"770937844","3980427","2014-01","0"
"770937844","4836124","2014-12","0"
"770937844","5422693","2015-06","1"
"770937844","4253099","2014-06","0"
"770937844","4408349","2014-07","0"
"295799018","5721673","2015-08","0"
"295799018","5505549","2015-07","1"
"971464588","4817107","2014-12","0"
"1445009016","4336599","2014-07","1"
"1445009016","5721029","2015-08","1"
"1445009016","4936931","2015-01","1"
"516530486","3196601","2013-12","1"
"516530486","4901984","2015-01","1"
"516530486","4796849","2014-12","1"
"516530486","4785929","2014-11","1"
"516530486","5203136","2015-04","1"
"516530486","5706430","2015-08","1"
"516530486","4844465","2014-12","1"
"516530486","5588154","2015-07","1"
"516530486","5521353","2015-07","1"
"516530486","5294595","2015-05","1"
"516530486","5602131","2015-07","1"
"1196562172","5100151","2015-03","1"
"632988640","5577645","2015-07","0"
"1172019871","5408919","2015-06","0"
"1172019871","3071319","2013-10","0"
"1172019871","4838148","2014-12","0"
"1172019871","3125924","2013-11","0"
"1172019871","4709425","2014-11","0"
"1172019871","4130939","2014-04","0"
"1172019871","5525379","2015-07","0"
"1172019871","4757193","2014-11","0"
"1172019871","4838673","2014-12","0"
"1395756222","3015378","2013-09","0"
"1395756222","2995461","2013-09","0"
"1395756222","3188298","2013-12","0"
"1395756222","3176811","2013-12","0"
"1395756222","4003044","2014-01","0"
"1395756222","3965616","2014-01","0"
"1395756222","5361793","2015-06","0"
"1395756222","4679387","2014-10","0"
"1395756222","5346582","2015-05","0"
"1395756222","4412594","2014-08","0"
"1395756222","5042455","2015-03","0"
"1395756222","4895363","2014-12","0"
"1395756222","5411609","2015-06","0"
"1395756222","5501853","2015-07","0"
"1395756222","5530242","2015-07","0"
"1395756222","5529442","2015-07","1"
"1395756222","4944917","2015-01","0"
"1395756222","4745996","2014-11","0"
"1395756222","4646284","2014-10","0"
"1395756222","4881532","2014-12","0"
"1395756222","4022681","2014-02","0"
"1395756222","4128797","2014-04","0"
"1395756222","4186607","2014-05","0"
"1395756222","4727823","2014-11","0"
"1395756222","5019169","2015-02","0"
"1395756222","4812699","2014-12","0"
"1395756222","4712372","2014-11","0"
"1395756222","5086119","2015-03","1"
"1395756222","5091420","2015-03","0"
"1395756222","4162556","2014-05","0"
"1395756222","4978310","2015-02","1"
"1395756222","4139116","2014-05","0"
"1395756222","4541989","2014-09","0"
"1395756222","4655846","2014-10","0"
"1395756222","4292704","2014-06","0"
"1395756222","4775920","2014-11","1"
"1395756222","4935189","2015-01","0"
"1395756222","5462557","2015-06","0"
"23237680","4479663","2014-08","1"
"464715096","5737592","2015-08","1"
"464715096","5467867","2015-06","1"
"464715096","5241141","2015-04","1"
"464715096","5629101","2015-07","1"
"38234793","5492855","2015-07","1"
"242777803","3029023","2013-09","1"
"968368893","3072545","2013-10","1"
"968368893","3007479","2013-09","0"
"968368893","2978870","2013-09","0"
"968368893","3232566","2013-12","0"
"968368893","3012083","2013-09","0"
"968368893","4284009","2014-06","0"
"968368893","3107529","2013-11","0"
"968368893","2997122","2013-09","0"
"968368893","3079198","2013-10","0"
"968368893","3018563","2013-09","0"
"968368893","5479372","2015-06","0"
"968368893","5379508","2015-06","0"
"968368893","4329647","2014-07","0"
"968368893","3100583","2013-11","0"
"968368893","3197005","2013-12","1"
"968368893","3036518","2013-10","1"
"968368893","3111920","2013-11","0"
"968368893","3165114","2013-11","1"
"968368893","4245286","2014-06","1"
"968368893","4588940","2014-09","1"
"968368893","4390052","2014-07","1"
"968368893","5165200","2015-04","1"
"968368893","5728610","2015-08","1"
"968368893","4725021","2014-11","0"
"968368893","4171679","2014-05","0"
"968368893","4775619","2014-11","0"
"968368893","4918835","2015-01","0"
"968368893","4008358","2014-01","0"
"968368893","5632818","2015-07","0"
"968368893","4532984","2014-09","0"
"968368893","4587899","2014-09","0"
"968368893","5669246","2015-08","1"
"968368893","4871965","2014-12","0"
"968368893","5347441","2015-05","0"
"968368893","4694278","2014-11","0"
"968368893","4758205","2014-11","1"
"968368893","4673737","2014-10","1"
"968368893","5500323","2015-07","0"
"968368893","5521949","2015-07","0"
"968368893","5776017","2015-08","1"
"968368893","4738548","2014-11","1"
"968368893","5005877","2015-02","0"
"968368893","4654652","2014-10","1"
"968368893","4846149","2014-12","0"
"968368893","5247094","2015-04","1"
"968368893","5728070","2015-08","1"
"968368893","5332427","2015-05","1"
"968368893","5195754","2015-04","0"
"968368893","4837701","2014-12","0"
"968368893","4189251","2014-05","1"
"968368893","4673166","2014-10","0"
"968368893","5788018","2015-08","1"
"968368893","4769353","2014-11","1"
"968368893","4681786","2014-10","1"
"968368893","4340303","2014-07","0"
"968368893","4695725","2014-11","1"
"968368893","4441266","2014-08","1"
"968368893","5615145","2015-07","1"
"968368893","4284926","2014-06","0"
"968368893","4369922","2014-07","1"
"968368893","5526362","2015-07","1"
"968368893","3990675","2014-01","0"
"968368893","4808149","2014-12","0"
"968368893","4673383","2014-10","1"
"968368893","4571795","2014-09","0"
"968368893","5677488","2015-08","0"
"968368893","5254869","2015-05","1"
"968368893","5649772","2015-07","0"
"968368893","5439202","2015-06","1"
"968368893","4681711","2014-10","1"
"968368893","5101552","2015-03","1"
"968368893","5325322","2015-05","1"
"968368893","4772011","2014-11","1"
"968368893","5221262","2015-04","0"
"968368893","4038367","2014-03","0"
"968368893","4711407","2014-11","0"
"968368893","5443642","2015-06","0"
"968368893","4352326","2014-07","0"
"968368893","4449612","2014-08","0"
"968368893","5736373","2015-08","0"
"968368893","5507345","2015-07","1"
"968368893","5248402","2015-04","1"
"968368893","5501095","2015-07","1"
"968368893","4014076","2014-02","0"
"968368893","5608799","2015-07","1"
"968368893","5429106","2015-06","1"
"968368893","4976062","2015-01","1"
"968368893","4829878","2014-12","0"
"968368893","5235922","2015-04","1"
"968368893","4297324","2014-06","1"
"724605965","3117846","2013-11","0"
"131489116","3979963","2014-01","1"
"1075560305","4733426","2014-11","1"
"530856043","4055508","2014-03","0"
"1035459756","5486884","2015-06","0"
"1035459756","5319959","2015-05","0"
"317853934","3168239","2013-11","0"
"317853934","4310928","2014-07","0"
"523473125","5760012","2015-08","0"
"523473125","3013922","2013-09","0"
"523473125","5127779","2015-03","0"
"523473125","5218407","2015-04","1"
"523473125","4525070","2014-09","0"
"523473125","4930956","2015-01","0"
"523473125","4803280","2014-12","0"
"523473125","3996283","2014-01","0"
"523473125","4785002","2014-11","1"
"523473125","4849747","2014-12","1"
"652858407","5659158","2015-08","1"
"652858407","4510152","2014-09","1"
"652858407","5551975","2015-07","1"
"652858407","4134693","2014-04","1"
"652858407","4114469","2014-04","1"
"529860135","5446583","2015-06","1"
"529860135","4705922","2014-11","1"
"529860135","4012989","2014-02","1"
"529860135","4917365","2015-01","1"
"928594027","3194128","2013-12","1"
"1035277391","4894021","2014-12","1"
"1401878676","3229842","2013-12","1"
"1401878676","4895002","2014-12","1"
"1401878676","4896325","2014-12","0"
"536416362","3000155","2013-09","1"
"536416362","4316807","2014-07","1"
"536416362","5462800","2015-06","0"
"536416362","4103702","2014-04","1"
"536416362","4470570","2014-08","1"
"536416362","4309175","2014-07","1"
"536416362","5508287","2015-07","1"
"536416362","4461936","2014-08","1"
"536416362","4815045","2014-12","1"
"536416362","4592405","2014-09","1"
"536416362","4811778","2014-12","1"
"1025184709","5242515","2015-04","1"
"1025184709","5603429","2015-07","1"
"1025184709","5336563","2015-05","0"
"1161561894","4929398","2015-01","1"
"175676596","4457242","2014-08","1"
"175676596","4456766","2014-08","1"
"420875942","5343855","2015-05","1"
"420875942","4110293","2014-04","1"
"420875942","4744747","2014-11","1"
"420875942","5596764","2015-07","1"
"420875942","5426073","2015-06","1"
"420875942","5555854","2015-07","1"
"420875942","5299521","2015-05","1"
"420875942","4590697","2014-09","1"
"420875942","5361749","2015-06","1"
"420875942","4110286","2014-04","1"
"420875942","5086645","2015-03","1"
"420875942","4776881","2014-11","1"
"420875942","5299452","2015-05","1"
"420875942","5348930","2015-05","1"
"616429233","4126131","2014-04","1"
"616429233","5703837","2015-08","1"
"616429233","4594912","2014-09","1"
"400966856","4399999","2014-07","1"
"400966856","5339068","2015-05","1"
"400966856","4407349","2014-07","1"
"1315133469","4926639","2015-01","1"
"759838827","4887837","2014-12","0"
"759838827","3229842","2013-12","1"
"759838827","4747989","2014-11","1"
"759838827","4895002","2014-12","1"
"759838827","4538452","2014-09","1"
"759838827","5136203","2015-03","1"
"759838827","4810339","2014-12","1"
"153118426","5313924","2015-05","0"
"153118426","5160773","2015-04","0"
"1399813621","5518250","2015-07","1"
"1399813621","5372319","2015-06","1"
"1399813621","5597185","2015-07","1"
"620995979","5774781","2015-08","1"
"894870826","4142108","2014-05","1"
"858947539","4801112","2014-12","0"
"858947539","3146865","2013-11","0"
"858947539","3151785","2013-11","0"
"858947539","3157317","2013-11","0"
"858947539","3141227","2013-11","0"
"858947539","3044397","2013-10","0"
"858947539","3038438","2013-10","0"
"858947539","4293126","2014-06","0"
"858947539","5473494","2015-06","0"
"858947539","5618799","2015-07","0"
"858947539","4296935","2014-06","0"
"858947539","5424977","2015-06","0"
"858947539","4296451","2014-06","0"
"858947539","5535369","2015-07","0"
"858947539","4284774","2014-06","0"
"858947539","4211572","2014-05","0"
"858947539","4584006","2014-09","0"
"858947539","3065393","2013-10","0"
"858947539","5676159","2015-08","0"
"1248496830","4929398","2015-01","1"
"1248496830","4345134","2014-07","1"
"1248496830","4705164","2014-11","1"
"1423215674","3226746","2013-12","1"
"1423215674","3182942","2013-12","1"
"1423215674","3218927","2013-12","1"
"1423215674","3141306","2013-11","1"
"1423215674","3036627","2013-10","1"
"1423215674","3187554","2013-12","1"
"1423215674","2983849","2013-09","1"
"1423215674","3151444","2013-11","1"
"1423215674","3983953","2014-01","1"
"1423215674","4326759","2014-07","1"
"1423215674","3972550","2014-01","1"
"1423215674","4572170","2014-09","1"
"1423215674","4125839","2014-04","0"
"1423215674","4199395","2014-05","1"
"1423215674","4343424","2014-07","1"
"1423215674","4415817","2014-08","1"
"1423215674","4532139","2014-09","1"
"1423215674","4330345","2014-07","1"
"1423215674","5110735","2015-03","1"
"1423215674","5492855","2015-07","1"
"1423215674","5595156","2015-07","1"
"1423215674","4104221","2014-04","1"
"1423215674","4309697","2014-07","1"
"1423215674","4756715","2014-11","1"
"1423215674","4316446","2014-07","1"
"1423215674","4004565","2014-01","1"
"1423215674","4795115","2014-12","1"
"1423215674","5095816","2015-03","1"
"624323474","4936528","2015-01","1"
"624323474","4882390","2014-12","1"
"152575252","4026019","2014-02","1"
"719448526","4118531","2014-04","1"
"719448526","5289873","2015-05","1"
"978714872","3016444","2013-09","0"
"978714872","3163701","2013-11","0"
"978714872","3037221","2013-10","0"
"978714872","2979143","2013-09","0"
"978714872","2977940","2013-09","0"
"978714872","3024010","2013-09","0"
"978714872","2990456","2013-09","0"
"978714872","3115805","2013-11","0"
"978714872","3090530","2013-10","0"
"978714872","5597425","2015-07","0"
"978714872","4528051","2014-09","1"
"978714872","5176938","2015-04","0"
"978714872","5599882","2015-07","0"
"978714872","4752997","2014-11","0"
"978714872","4747108","2014-11","0"
"978714872","4431131","2014-08","0"
"978714872","4739947","2014-11","0"
"978714872","4702006","2014-11","0"
"978714872","4211193","2014-05","0"
"978714872","4761260","2014-11","0"
"978714872","4663720","2014-10","0"
"978714872","5440566","2015-06","1"
"978714872","4157112","2014-05","0"
"978714872","4431007","2014-08","0"
"978714872","4179457","2014-05","0"
"978714872","5684400","2015-08","1"
"978714872","4731900","2014-11","0"
"978714872","5384365","2015-06","0"
"978714872","4253041","2014-06","0"
"978714872","5313746","2015-05","0"
"633113394","4026928","2014-02","0"
"633113394","4756945","2014-11","0"
"397765549","4161594","2014-05","1"
"1250824955","5685196","2015-08","0"
"1250824955","5434027","2015-06","1"
"957623750","5096362","2015-03","1"
"957623750","5283134","2015-05","1"
"957623750","5366549","2015-06","1"
"957623750","5603325","2015-07","1"
"957623750","5273787","2015-05","1"
"957623750","4532263","2014-09","1"
"957623750","5096360","2015-03","1"
"957623750","5616961","2015-07","1"
"957623750","5603227","2015-07","1"
"957623750","5629826","2015-07","1"
"957623750","4380012","2014-07","1"
"957623750","4488059","2014-08","1"
"957623750","4326330","2014-07","1"
"957623750","5119490","2015-03","1"
"957623750","4763464","2014-11","1"
"957623750","4802486","2014-12","1"
"957623750","5366434","2015-06","1"
"957623750","4121659","2014-04","1"
"957623750","5589953","2015-07","1"
"957623750","4805683","2014-12","1"
"957623750","5383892","2015-06","1"
"957623750","4371826","2014-07","1"
"957623750","5320271","2015-05","1"
"957623750","5198045","2015-04","1"
"957623750","5748491","2015-08","1"
"957623750","4805681","2014-12","1"
"957623750","4189054","2014-05","1"
"957623750","4983423","2015-02","1"
"957623750","4312559","2014-07","1"
"957623750","5149237","2015-04","1"
"957623750","4351422","2014-07","1"
"957623750","5513882","2015-07","1"
"957623750","5539317","2015-07","1"
"957623750","5085050","2015-03","1"
"957623750","5724325","2015-08","1"
"957623750","4381057","2014-07","1"
"957623750","4828580","2014-12","1"
"957623750","4870703","2014-12","1"
"957623750","5440061","2015-06","1"
"957623750","4090644","2014-04","1"
"957623750","5158369","2015-04","1"
"650278090","4198344","2014-05","1"
"89558426","3242672","2013-12","1"
"89558426","4008846","2014-02","1"
"89558426","5239103","2015-04","1"
"89558426","5755832","2015-08","1"
"89558426","5673798","2015-08","1"
"89558426","5659132","2015-08","1"
"89558426","4868814","2014-12","1"
"89558426","4391199","2014-07","1"
"89558426","4326381","2014-07","1"
"89558426","4225731","2014-06","1"
"1070618989","4622211","2014-10","1"
"765327025","4295034","2014-06","0"
"403574209","4895002","2014-12","1"
"1314943907","4248835","2014-06","1"
"1361292647","5241220","2015-04","1"
"125810540","3076736","2013-10","1"
"125810540","3200047","2013-12","1"
"125810540","3217599","2013-12","1"
"125810540","3133026","2013-11","1"
"125810540","3228053","2013-12","1"
"125810540","3166972","2013-11","0"
"125810540","3102490","2013-11","1"
"125810540","3104633","2013-11","1"
"125810540","3183336","2013-12","1"
"125810540","2998233","2013-09","1"
"125810540","3060916","2013-10","1"
"125810540","3230445","2013-12","0"
"125810540","2978130","2013-09","1"
"125810540","3100925","2013-11","0"
"125810540","3058467","2013-10","1"
"125810540","4768991","2014-11","0"
"125810540","4940469","2015-01","0"
"125810540","5388922","2015-06","1"
"125810540","4008706","2014-01","1"
"125810540","5111877","2015-03","0"
"125810540","4443381","2014-08","1"
"125810540","4950893","2015-01","0"
"125810540","4855730","2014-12","1"
"125810540","4548171","2014-09","1"
"125810540","4020345","2014-02","1"
"125810540","4312145","2014-07","1"
"125810540","4420032","2014-08","1"
"125810540","5122092","2015-03","1"
"125810540","4125844","2014-04","1"
"125810540","5086987","2015-03","1"
"125810540","5405546","2015-06","0"
"125810540","5252875","2015-05","1"
"125810540","5254123","2015-05","0"
"125810540","4846064","2014-12","1"
"125810540","4676976","2014-10","1"
"125810540","4893624","2014-12","1"
"125810540","5574503","2015-07","0"
"125810540","4209019","2014-04","1"
"125810540","4768984","2014-11","0"
"125810540","4331316","2014-07","1"
"125810540","4768581","2014-11","1"
"125810540","4502142","2014-09","0"
"125810540","5428514","2015-06","0"
"125810540","4415646","2014-08","1"
"125810540","4308982","2014-07","1"
"125810540","4881919","2014-12","1"
"125810540","4756508","2014-11","1"
"125810540","4742727","2014-11","1"
"125810540","4619468","2014-10","1"
"125810540","4893621","2014-12","1"
"125810540","4434286","2014-08","1"
"125810540","5480210","2015-06","1"
"125810540","4952071","2015-01","1"
"125810540","4406843","2014-07","0"
"125810540","4682963","2014-10","1"
"125810540","4846131","2014-12","0"
"125810540","4850136","2014-12","1"
"125810540","4768796","2014-11","0"
