EID,Y,EndDate
"294971819",0,""
"131995221",0,""
"732439474",0,""
"888775098",0,""
"685203014",0,""
"833644467",1,"201610"
"498543903",0,""
"1263217951",0,""
"880880927",0,""
"1030804193",0,""
"82206044",0,""
"300130980",0,""
"1447142052",0,""
"308025151",0,""
"1265952961",0,""
"456648897",0,""
"118941889",0,""
"505788319",0,""
"123451295",0,""
"550418335",0,""
"924861188",0,""
"222149884",0,""
"1421685143",0,""
"534629993",0,""
"1299304041",0,""
"1039348119",0,""
"144398798",0,""
"237938226",1,"201512"
"1047242290",1,"201707"
"909072846",0,""
"1429579314",0,""
"953702862",0,""
"1294144880",0,""
"279833232",0,""
"1434738475",0,""
"287727403",0,""
"625434411",0,""
"834103210",0,""
"131345466",0,""
"1278356538",0,""
"896019514",0,""
"940649530",0,""
"97344631",0,""
"862018679",1,"201601"
"479681655",0,""
"675223588",1,"201608"
"1281091548",1,"201707"
"471787484",0,""
"134080476",0,""
"639060065",0,""
"1448364129",1,"201606"
"552581023",0,""
"1237453273",0,""
"919129705",0,""
"536792681",0,""
"1301466729",1,"201611"
"610218391",0,""
"528898510",0,""
"430884219",0,""
"112560651",0,""
"269776373",0,""
"877234699",0,""
"1461417461",0,""
"539527691",0,""
"660007568",0,""
"523739349",0,""
"515845178",0,""
"133508154",0,""
"1280519226",0,""
"1440469958",0,""
"99507319",0,""
"1092133769",0,""
"481844343",0,""
"1429840777",0,""
"27599692",0,""
"290723876",0,""
"263211105",0,""
"119125919",0,""
"546092959",0,""
"328827276",0,""
"653442300",0,""
"920535812",0,""
"111231748",0,""
"271105276",1,"201707"
"1426010519",0,""
"530304617",0,""
"904747470",0,""
"1433904690",0,""
"1389274674",0,""
"1423275509",0,""
"98178416",0,""
"284158608",0,""
"899588309",0,""
"517251285",0,""
"833972138",0,""
"509357114",0,""
"1064620998",0,""
"1019990982",0,""
"936324154",1,"201701"
"93019255",0,""
"289317769",1,"201606"
"1098621833",0,""
"475356279",0,""
"902323319",0,""
"1436328841",0,""
"467462108",0,""
"85125084",0,""
"129755100",0,""
"261048417",0,""
"503625631",0,""
"548255647",0,""
"1305035524",0,""
"1033616636",0,""
"113394436",0,""
"224312572",0,""
"1237322201",0,""
"914804329",0,""
"1423847831",0,""
"532467305",0,""
"659173783",0,""
"906910158",0,""
"524573134",0,""
"430753147",0,""
"108235275",0,""
"872909323",0,""
"490572299",1,"201608"
"664332944",0,""
"100341104",0,""
"281995920",0,""
"732046267",0,""
"1054564139",0,""
"519413973",0,""
"672227115",0,""
"1017828294",1,"201606"
"904486007",0,""
"1434166153",0,""
"677386276",0,""
"131917788",0,""
"649873505",0,""
"497137567",0,""
"114800543",0,""
"106906372",0,""
"275430652",1,"201608"
"230800636",0,""
"525979241",0,""
"1047998871",0,""
"1335283305",0,""
"1438230066",0,""
"484084235",0,""
"1053158032",1,"201610"
"288483984",0,""
"732242875",0,""
"895262933",0,""
"1443389227",0,""
"833841066",0,""
"88693879",0,""
"293643145",0,""
"1102947209",1,"201606"
"471030903",0,""
"27272012",0,""
"301537316",0,""
"683874340",0,""
"1272440796",0,""
"463136732",0,""
"80799708",0,""
"125429724",0,""
"140553335",0,""
"543930271",0,""
"655604988",0,""
"910478953",0,""
"1428173207",1,"201707"
"663499159",0,""
"618869143",0,""
"1053730354",0,""
"430622075",1,"201509"
"278427125",0,""
"868583947",0,""
"140645744",0,""
"897425621",0,""
"676552491",0,""
"631922475",0,""
"1449120710",0,""
"1022153670",0,""
"934161466",0,""
"90856567",0,""
"1438491529",0,""
"27337548",0,""
"681711652",0,""
"1274603484",1,"201707"
"465299420",0,""
"140749943",0,""
"271861857",0,""
"537442207",0,""
"662093052",1,"201707"
"1294222084",0,""
"911885060",0,""
"1236994521",0,""
"903990889",0,""
"1434661271",0,""
"521653865",0,""
"1052324247",0,""
"625357207",0,""
"1330957929",0,""
"131422670",0,""
"1060218418",1,"201608"
"1442555442",0,""
"513759694",0,""
"1397925426",0,""
"430425467",0,""
"97421835",0,""
"862095883",1,"201606"
"524388875",0,""
"675146384",0,""
"1281168752",0,""
"134157680",0,""
"732373947",0,""
"1065377579",0,""
"1447714603",0,""
"300703531",0,""
"683040555",0,""
"1273274581",0,""
"638410539",0,""
"118369338",0,""
"883043386",0,""
"1455608774",0,""
"1028641734",0,""
"1107272585",0,""
"849042551",0,""
"466705527",0,""
"893672567",0,""
"27140940",1,"201602"
"305862692",1,"201607"
"458811356",0,""
"494974879",0,""
"112637855",0,""
"659930364",1,"201608"
"914047748",0,""
"104743684",0,""
"1237060057",0,""
"906153577",0,""
"1333120617",0,""
"1058055730",0,""
"515922382",0,""
"942889422",0,""
"1395762738",0,""
"430491003",0,""
"526551563",0,""
"672983696",0,""
"91690352",1,"201608"
"732308411",0,""
"1445551915",0,""
"510763221",0,""
"833775530",0,""
"502869050",0,""
"120532026",0,""
"885206074",0,""
"1026479046",0,""
"929836090",0,""
"295805833",1,"201608"
"1105109897",0,""
"851205239",0,""
"895835255",0,""
"1442816905",1,"201607"
"1270278108",0,""
"123267036",0,""
"658524257",0,""
"106149791",0,""
"329220492",0,""
"666418428",0,""
"1048755452",0,""
"907559684",0,""
"98255620",0,""
"239451388",0,""
"899665513",0,""
"1326632553",1,"201606"
"1064543794",0,""
"1446880818",0,""
"509434318",0,""
"936401358",0,""
"93096459",0,""
"857770507",0,""
"1436251637",1,"201608"
"679471760",0,""
"732505019",0,""
"1069702955",0,""
"886612181",0,""
"833578922",0,""
"496380986",1,"201510"
"1077597126",0,""
"923348026",1,"201606"
"1111597961",0,""
"1449304969",0,""
"27009868",0,""
"692525092",0,""
"656361569",0,""
"490649503",0,""
"535279519",0,""
"1292059396",0,""
"909722372",0,""
"1236928985",1,"201611"
"901828201",0,""
"1436823959",0,""
"1284165225",0,""
"1054486935",0,""
"627519895",1,"201606"
"1328795241",0,""
"253077042",0,""
"893934030",0,""
"511597006",0,""
"1400088114",0,""
"95259147",0,""
"287077877",0,""
"859933195",0,""
"477596171",0,""
"522226187",0,""
"294972048",0,""
"131994992",0,""
"732439483",0,""
"1067540267",0,""
"888774869",0,""
"506437845",0,""
"302866219",0,""
"833644458",0,""
"880880698",0,""
"82205815",0,""
"1128235952",0,""
"140356728",0,""
"505788222",0,""
"123451198",0,""
"550418238",0,""
"649117021",0,""
"924861091",0,""
"115557027",0,""
"1237387736",0,""
"916966920",1,"201608"
"657011192",0,""
"1039348216",1,"201608"
"612381176",0,""
"144398701",1,"201608"
"237938323",0,""
"1047242387",0,""
"909072749",0,""
"1429579411",0,""
"526735725",0,""
"953702765",0,""
"430818682",0,""
"537364906",0,""
"1434738572",0,""
"287727500",0,""
"834103209",0,""
"1060295719",0,""
"1015665703",1,"201606"
"284992490",0,""
"1094296554",0,""
"862018582",1,"201606"
"479681558",0,""
"1432003562",0,""
"292886661",0,""
"675223685",0,""
"256723138",0,""
"1448364226",0,""
"552580926",1,"201608"
"328630669",0,""
"1309360803",0,""
"927023779",0,""
"117719715",0,""
"264617309",0,""
"1237453272",0,""
"536792584",0,""
"1301466632",0,""
"235775635",0,""
"1382786707",0,""
"112560554",0,""
"539527594",0,""
"1042344689",0,""
"104666383",0,""
"149296399",0,""
"731915196",0,""
"1050238860",1,"201707"
"523739252",0,""
"1288413300",0,""
"834168745",0,""
"515845081",1,"201607"
"133508057",0,""
"898182105",0,""
"1440470055",1,"201606"
"1013503015",0,""
"942812121",0,""
"99507222",0,""
"282829802",0,""
"864181270",0,""
"481844246",0,""
"908811286",1,"201606"
"27599691",0,""
"290723973",0,""
"1283254139",0,""
"473950075",0,""
"140487800",0,""
"263211202",0,""
"1454852290",0,""
"501462846",1,"201611"
"1302872739",1,"201707"
"920535715",0,""
"111231651",0,""
"271105373",0,""
"912641544",1,"201707"
"1043673592",0,""
"242263699",0,""
"904747373",0,""
"1433904787",0,""
"106072490",0,""
"276264534",0,""
"666495729",0,""
"98178319",0,""
"284158705",0,""
"142808335",1,"201610"
"1056726924",1,"201606"
"899588212",0,""
"1439063948",0,""
"517251188",0,""
"629759884",0,""
"509357017",0,""
"93019158",0,""
"857693206",0,""
"297212037",0,""
"467462011",0,""
"85124987",0,""
"129755003",0,""
"643385538",0,""
"1452689602",0,""
"113394339",0,""
"1237322200",0,""
"1423847928",0,""
"1041510904",0,""
"1049405075",0,""
"906910061",1,"201702"
"524573037",0,""
"430753146",0,""
"664333041",0,""
"1291982095",0,""
"1046670065",0,""
"100341007",1,"201707"
"144971023",0,""
"1054564236",1,"201606"
"1436901260",0,""
"289890188",0,""
"627597196",1,"201607"
"511519705",0,""
"1062458407",1,"201608"
"893856729",0,""
"95181846",0,""
"287155178",0,""
"904485910",0,""
"1434166250",0,""
"27468619",0,""
"295049349",0,""
"677386373",0,""
"1278928763",0,""
"87287675",1,"201606"
"649873602",0,""
"1459177666",0,""
"497137470",0,""
"541767486",0,""
"328958349",1,"201509"
"916210339",0,""
"275430749",0,""
"1237125592",0,""
"908316168",0,""
"135747949",0,""
"1438230163",0,""
"945052013",0,""
"1393600147",0,""
"101747114",0,""
"280589910",0,""
"484084138",0,""
"1285494031",0,""
"1053158129",0,""
"288484081",0,""
"1061052300",0,""
"895262836",0,""
"296378252",0,""
"678715276",1,"201705"
"1277599860",0,""
"505031641",0,""
"887368665",1,"201608"
"293643242",0,""
"1102947306",0,""
"27272011",0,""
"301537413",0,""
"1272440699",0,""
"463136635",0,""
"140553336",1,"201707"
"265373890",0,""
"116963134",0,""
"543930174",0,""
"228638045",0,""
"1237191128",0,""
"528141832",0,""
"1292815880",0,""
"1053730451",0,""
"1436067475",0,""
"520247661",0,""
"1391437459",0,""
"430622074",0,""
"1425438294",0,""
"668658417",0,""
"96015631",0,""
"140645647",0,""
"732177340",0,""
"1279762548",0,""
"631922572",0,""
"124857305",0,""
"1271868377",1,"201606"
"1066783783",0,""
"1449120807",0,""
"934161369",0,""
"291480554",1,"201606"
"1100784618",0,""
"27337547",0,""
"681711749",1,"201606"
"465299323",0,""
"140749944",0,""
"492812094",0,""
"537442110",0,""
"662093149",0,""
"1294221987",0,""
"1044430173",0,""
"911884963",0,""
"279756125",0,""
"1236994520",0,""
"903990792",0,""
"669987320",0,""
"1286327816",1,"201606"
"1442555539",0,""
"513759597",0,""
"97421738",0,""
"284915286",0,""
"862095786",1,"201707"
"479758762",0,""
"524388778",0,""
"134157583",1,"201612"
"732373948",0,""
"1065377676",0,""
"508600436",0,""
"683040652",1,"201608"
"1273274484",0,""
"638410636",0,""
"118369241",0,""
"1455608871",0,""
"927673305",0,""
"1268115323",1,"201612"
"76474235",0,""
"1461340354",1,"201601"
"494974782",0,""
"539604798",0,""
"104743587",0,""
"1237060056",0,""
"1432498680",0,""
"667824632",0,""
"1288490504",0,""
"1333120520",1,"201608"
"133585261",0,""
"1058055827",0,""
"942889325",0,""
"1395762835",0,""
"282752598",0,""
"1429763670",0,""
"672983793",0,""
"1055320817",0,""
"136320271",0,""
"1445552012",0,""
"502868953",0,""
"1071109159",0,""
"885205977",0,""
"295805930",0,""
"1105109994",0,""
"468868118",0,""
"1442817002",0,""
"686037125",0,""
"1270278011",0,""
"78636923",0,""
"140881016",0,""
"658524354",0,""
"488486718",1,"201604"
"533116734",0,""
"329220493",1,"201509"
"517328392",0,""
"1056649720",0,""
"1064543891",0,""
"1446880915",0,""
"857770410",0,""
"475433386",0,""
"1276843279",0,""
"129832207",1,"201607"
"732505020",0,""
"642736012",0,""
"1261054937",0,""
"1032967207",0,""
"80043030",1,"201606"
"1111598058",0,""
"454485883",0,""
"72148859",0,""
"274024642",0,""
"656361666",1,"201608"
"329154957",0,""
"1292059299",0,""
"1046592861",0,""
"237288797",0,""
"1436824056",1,"201608"
"519491080",0,""
"672150008",0,""
"1054487032",0,""
"627519992",0,""
"1328795144",0,""
"1062381203",0,""
"893933933",0,""
"511596909",0,""
"95259050",0,""
"287077974",0,""
"1279005967",0,""
"87364879",0,""
"294972145",0,""
"732439484",0,""
"1449877388",0,""
"302866316",0,""
"833644457",0,""
"116206553",0,""
"1263217625",0,""
"300131306",0,""
"464542742",1,"201608"
"1447142378",0,""
"27075403",1,"201610"
"826113127",0,""
"828079193",0,""
"392775513",1,"201606"
"371898535",0,""
"10438489",0,""
"34191527",0,""
"1165343732",0,""
"1173308428",0,""
"790971404",1,"201601"
"356039668",0,""
"721160673",0,""
"1128607887",1,"201606"
"392846038",0,""
"85408381",0,""
"788165869",0,""
"358845203",0,""
"403475219",0,""
"1160255096",0,""
"796060040",0,""
"777918072",0,""
"413723016",0,""
"1248207795",0,""
"1186291235",0,""
"1196990941",0,""
"384881342",0,""
"762129730",0,""
"1194185406",0,""
"36545153",0,""
"809113372",0,""
"1191450396",0,""
"1147201764",0,""
"426776348",0,""
"190692",0,""
"1183365287",0,""
"374061223",0,""
"8275801",0,""
"36354215",0,""
"844857732",0,""
"1163181044",0,""
"793134092",1,"201611"
"780844020",0,""
"1167576945",1,"201512"
"788738191",0,""
"1126445199",0,""
"369665322",0,""
"439638742",0,""
"786003181",0,""
"361007891",0,""
"405637907",0,""
"1162417784",0,""
"793897352",0,""
"29223304",0,""
"389849565",0,""
"801791523",0,""
"1184128547",0,""
"1199153629",0,""
"1192022718",0,""
"381955394",0,""
"34382465",0,""
"347954559",0,""
"488627372",0,""
"42276636",0,""
"2353380",0,""
"1176877223",0,""
"367573159",0,""
"14763865",0,""
"29866151",1,"201608"
"1168983052",0,""
"404995060",1,"201707"
"721029601",0,""
"14077809",0,""
"778751857",0,""
"1177563279",0,""
"1132933263",0,""
"1205718897",1,"201601"
"770857686",0,""
"85539453",0,""
"354519827",0,""
"27817197",0,""
"773592696",0,""
"1182722440",0,""
"1248338867",0,""
"383361501",0,""
"808279587",0,""
"1190616611",0,""
"1192665565",0,""
"317745074",0,""
"6869694",0,""
"757804354",0,""
"1198510782",1,"201606"
"802434370",0,""
"488823980",0,""
"813438748",1,"201707"
"1142876388",0,""
"6532207",0,""
"777275225",1,"201704"
"369735847",0,""
"32028839",0,""
"844988804",0,""
"788808716",0,""
"793063567",0,""
"780914545",1,"201606"
"373990698",0,""
"407991533",0,""
"790328557",0,""
"401312531",1,"201608"
"1158092408",0,""
"798222728",0,""
"775755384",0,""
"1180559752",0,""
"33548680",0,""
"767861213",0,""
"806116899",0,""
"1150198237",0,""
"317810610",0,""
"4707006",0,""
"759967042",0,""
"804597058",0,""
"38707841",0,""
"343629183",0,""
"1145039076",0,""
"19089241",1,"201606"
"845185412",0,""
"782320652",1,"201509"
"364690420",0,""
"720898529",0,""
"774426481",0,""
"1201393521",0,""
"1858262",0,""
"380478762",0,""
"428825302",1,"201707"
"85670525",0,""
"414479597",0,""
"796816621",0,""
"350194451",0,""
"32142573",0,""
"394824467",0,""
"1151604344",1,"201608"
"804710792",0,""
"40036744",0,""
"377743752",0,""
"1248469939",0,""
"1194941987",0,""
"1143710173",0,""
"1188340189",0,""
"767974947",0,""
"317614002",0,""
"11195070",1,"201608"
"45195905",0,""
"381771135",0,""
"488955052",0,""
"53090076",0,""
"6663279",0,""
"365410471",0,""
"845119876",0,""
"1171831796",0,""
"784483340",0,""
"362527732",0,""
"720964065",0,""
"394252145",0,""
"797388943",0,""
"1179725967",0,""
"4020950",0,""
"378316074",0,""
"768694998",0,""
"430987990",0,""
"412316909",0,""
"771430008",0,""
"1184885128",0,""
"37874056",0,""
"375581064",1,"201707"
"763535837",0,""
"381198813",0,""
"317679538",1,"201610"
"9032382",0,""
"391369406",0,""
"755641666",0,""
"43033217",0,""
"721640831",0,""
"339303807",0,""
"815601436",0,""
"1197938460",0,""
"1140713700",0,""
"433264412",0,""
"1168226471",0,""
"358922407",0,""
"21215399",0,""
"845316484",0,""
"1178319860",0,""
"777995276",0,""
"720767457",0,""
"1152438129",0,""
"1186214031",0,""
"1141584015",0,""
"1197068145",0,""
"384804138",0,""
"379869910",0,""
"345869075",0,""
"36467949",0,""
"1147278968",0,""
"1191373192",0,""
"44362120",0,""
"426699144",0,""
"382069128",0,""
"1248601011",0,""
"374710749",1,"201607"
"816930339",0,""
"1184014813",0,""
"772300323",0,""
"15520446",0,""
"397857470",0,""
"749153602",0,""
"366816578",0,""
"793783618",0,""
"49521281",0,""
"431858305",0,""
"715152767",0,""
"332815743",0,""
"489086124",0,""
"822089500",0,""
"1134225636",0,""
"57415452",0,""
"6794351",0,""
"1170389159",0,""
"23378087",0,""
"780157964",0,""
"366853108",0,""
"7589745",0,""
"1154600817",0,""
"772263793",0,""
"304426",0,""
"798979309",0,""
"392661779",0,""
"806873480",0,""
"767104632",0,""
"814767651",0,""
"1197104675",0,""
"1141547485",0,""
"770137635",0,""
"395694782",0,""
"368979266",0,""
"429695617",1,"201601"
"717315455",0,""
"1202263836",1,"201705"
"10622748",0,""
"792414041",0,""
"354597031",0,""
"27739993",0,""
"16890023",0,""
"1156006924",0,""
"773669900",1,"201602"
"800308212",0,""
"720636385",0,""
"383438705",0,""
"1101681",0,""
"1148112753",1,"201607"
"1192742769",1,"201703"
"375544534",0,""
"85932669",0,""
"1142953592",0,""
"1195698568",0,""
"431024520",0,""
"386394504",0,""
"1248732083",0,""
"370385373",0,""
"1135059421",0,""
"1179689437",1,"201704"
"776625699",0,""
"317351858",0,""
"744828226",0,""
"1211486910",1,"201707"
"436183681",0,""
"328490367",0,""
"373120383",0,""
"489217196",0,""
"826414876",0,""
"1208751900",0,""
"444077852",0,""
"407914329",0,""
"1166063783",0,""
"356759719",0,""
"25577305",0,""
"845382020",0,""
"1180482548",0,""
"1158169612",0,""
"775832588",1,"201607"
"415808500",0,""
"720701921",0,""
"767938417",0,""
"1188376719",0,""
"1143746703",0,""
"386966826",0,""
"377707222",0,""
"85867133",1,"201611"
"420967661",0,""
"811198856",0,""
"46524808",1,"201607"
"428861832",0,""
"384231816",0,""
"1248666547",0,""
"754885085",0,""
"1201430051",0,""
"1181852125",0,""
"774463011",0,""
"17683134",0,""
"364653890",0,""
"791620930",0,""
"51683969",0,""
"489151660",0,""
"1132062948",0,""
"441915164",0,""
"14948124",0,""
"828079192",0,""
"392775610",0,""
"371898438",0,""
"10438586",1,"201607"
"844923269",0,""
"783006805",0,""
"356039765",1,"201602"
"400740112",0,""
"18403088",0,""
"783077136",0,""
"371828107",0,""
"775182965",0,""
"437475957",1,"201705"
"85408382",0,""
"1160254999",0,""
"777917975",0,""
"1178397161",0,""
"413723113",0,""
"1248207796",0,""
"770023804",0,""
"317876145",0,""
"2544415",1,"201604"
"384881439",0,""
"762129633",0,""
"379792609",0,""
"488692909",0,""
"1191450493",0,""
"1147201667",1,"201603"
"426776445",0,""
"190595",0,""
"6401136",0,""
"390612922",0,""
"36354118",0,""
"1175471019",0,""
"398507093",0,""
"780844117",1,"201703"
"785239824",1,"201607"
"1212206864",0,""
"369665419",0,""
"777345653",1,"201707"
"439638645",0,""
"85342846",0,""
"361007794",0,""
"21329230",0,""
"1162417687",0,""
"793897449",0,""
"780080663",0,""
"1176234473",0,""
"411560425",1,"201607"
"1154523516",1,"201608"
"1199153532",0,""
"317941681",0,""
"1192022815",0,""
"381955297",0,""
"34382562",1,"201707"
"347954462",0,""
"392584478",0,""
"1189287805",0,""
"1149364355",0,""
"397100986",0,""
"367573062",0,""
"29866054",0,""
"787332181",0,""
"795226352",0,""
"6183541",1,"201606"
"770857589",1,"201509"
"388520565",0,""
"354519730",0,""
"27817294",0,""
"1155929623",0,""
"800385513",0,""
"1182722537",0,""
"35711465",0,""
"1248338868",0,""
"808279684",0,""
"317745073",0,""
"6869791",0,""
"1198510879",0,""
"341466398",0,""
"386096414",0,""
"48764797",0,""
"431101821",1,"201611"
"394938298",0,""
"369735750",0,""
"32028742",0,""
"844988805",0,""
"1167506517",0,""
"402832469",0,""
"721095136",0,""
"1163251472",0,""
"780914448",0,""
"1130770672",0,""
"1207881488",0,""
"773020277",0,""
"356682418",0,""
"798222825",0,""
"775755287",0,""
"415885801",0,""
"1194828156",0,""
"761486980",0,""
"317810609",0,""
"4707103",0,""
"387044127",0,""
"759966945",0,""
"1196348191",0,""
"804596961",0,""
"725966110",1,"201609"
"343629086",1,"201611"
"388259102",0,""
"811276157",0,""
"1193613181",0,""
"6728816",0,""
"401426362",0,""
"363247686",0,""
"19089338",1,"201705"
"25540678",0,""
"791657557",1,"201609"
"720898528",0,""
"392089360",1,"201605"
"1156763408",0,""
"774426384",0,""
"1201393424",0,""
"380478859",0,""
"766532213",1,"201607"
"414479694",0,""
"796816718",1,"201611"
"350194354",1,"201707"
"394824370",0,""
"1151604247",0,""
"804710889",0,""
"769267223",0,""
"40036841",1,"201607"
"422373865",0,""
"379036028",1,"201707"
"812605060",0,""
"1194942084",1,"201607"
"1143710076",0,""
"767975044",0,""
"371141857",0,""
"798108897",0,""
"719478046",1,"201605"
"1200101245",0,""
"1138550915",0,""
"8460157",0,""
"6663280",0,""
"399263674",0,""
"781600698",0,""
"16926650",0,""
"27703366",0,""
"1171831893",0,""
"1166820267",0,""
"1135096048",0,""
"1203556112",0,""
"4020853",0,""
"794654030",0,""
"352357042",0,""
"29979982",0,""
"1153766935",0,""
"771429911",0,""
"1190502780",0,""
"1200673567",0,""
"800271585",0,""
"43033314",0,""
"721640734",0,""
"339303710",0,""
"488889517",1,"201704"
"815601533",0,""
"1140713603",0,""
"6297469",0,""
"1168226374",1,"201705"
"788088762",0,""
"23414714",0,""
"845316485",0,""
"1160332203",0,""
"1152438032",1,"201609"
"1186214128",1,"201607"
"1197068048",0,""
"2467211",0,""
"384804235",0,""
"762206837",0,""
"424499829",1,"201702"
"801142094",0,""
"36468046",0,""
"390498994",0,""
"426699241",0,""
"1248601012",0,""
"757047676",0,""
"374710652",0,""
"816930436",1,"201607"
"1139384700",0,""
"772300420",0,""
"317482929",0,""
"397857567",0,""
"1207161631",0,""
"366816481",0,""
"793783521",0,""
"49521378",0,""
"489086125",0,""
"1134225539",0,""
"439752573",0,""
"12785533",0,""
"1170389062",1,"201707"
"361084998",0,""
"1176157269",0,""
"1162494891",0,""
"780157867",0,""
"793820245",0,""
"366853205",0,""
"389926672",0,""
"801714416",0,""
"1184051440",1,"201706"
"1139421424",0,""
"304523",0,""
"382641547",0,""
"382032501",0,""
"426662517",0,""
"806873577",0,""
"424536553",0,""
"1248535476",0,""
"376873340",0,""
"1141547388",0,""
"770137732",0,""
"317548465",1,"201706"
"751316193",0,""
"1204998943",0,""
"368979169",0,""
"429695714",0,""
"334978334",0,""
"410077114",0,""
"354596934",0,""
"773669803",0,""
"417971285",0,""
"800308309",0,""
"373341269",0,""
"720636384",0,""
"383438608",0,""
"1190539504",0,""
"1145909488",0,""
"6792587",0,""
"389129611",0,""
"423130446",0,""
"341543602",0,""
"40793422",0,""
"813361641",1,"201607"
"760616471",0,""
"1195698665",0,""
"386394601",0,""
"1248732084",0,""
"370385276",0,""
"821255812",0,""
"1203592836",1,"201607"
"1135059324",0,""
"1179689340",0,""
"317351857",0,""
"19845919",1,"201608"
"1211487007",0,""
"362491105",0,""
"53846754",1,"201704"
"489217197",0,""
"1129900163",0,""
"61740925",0,""
"444077949",0,""
"19052614",0,""
"845382021",0,""
"1158169515",0,""
"775832491",0,""
"415808597",0,""
"371178581",1,"201509"
"1150275344",0,""
"1194905360",0,""
"760044149",0,""
"377707125",0,""
"85867134",0,""
"343706290",0,""
"38630734",0,""
"388336306",0,""
"762779159",0,""
"1193535977",0,""
"819093124",0,""
"774463108",0,""
"364653793",0,""
"791620833",0,""
"51684066",0,""
"434021090",0,""
"712989982",0,""
"330652958",0,""
"489151661",0,""
"824252285",0,""
"1206589309",0,""
"59578237",1,"201509"
"6466673",0,""
"775112607",0,""
"34191457",1,"201607"
"844923270",0,""
"1165343802",0,""
"1173308358",0,""
"400669754",1,"201512"
"18403115",1,"201512"
"1173237973",0,""
"1128607957",0,""
"1210044203",1,"201607"
"775182992",0,""
"392845968",1,"201601"
"85408383",0,""
"405828915",1,"201607"
"23491891",0,""
"403475149",0,""
"777918002",0,""
"770023831",0,""
"803954281",0,""
"759324265",1,"201606"
"728128825",0,""
"390421817",1,"201607"
"488692910",0,""
"1147201694",0,""
"426776418",0,""
"190622",0,""
"6401137",0,""
"1183365217",0,""
"772949919",0,""
"374061153",0,""
"8275871",0,""
"780844090",1,"201708"
"353877050",0,""
"402902827",0,""
"785239851",0,""
"1212206891",0,""
"361007821",0,""
"793897422",0,""
"366930382",1,"201509"
"1248142261",0,""
"772186519",0,""
"1184128617",1,"201609"
"1199153559",0,""
"381700",1,"201707"
"382718724",1,"201612"
"381955324",0,""
"808922364",0,""
"416719559",0,""
"730291513",1,"201706"
"392584505",0,""
"488627374",0,""
"806950754",0,""
"1149364382",0,""
"42276706",0,""
"2353310",0,""
"6597745",0,""
"397100959",0,""
"1176877153",1,"201611"
"367573089",0,""
"14763935",0,""
"845054342",1,"201706"
"1168982982",0,""
"14077739",0,""
"795226325",0,""
"6183568",0,""
"376153456",0,""
"770857616",0,""
"388520592",0,""
"433150608",1,"201605"
"85539455",0,""
"792491315",0,""
"399149773",0,""
"773592626",0,""
"35711438",1,"201609"
"1248338869",1,"201705"
"765698455",0,""
"383361431",0,""
"808279657",0,""
"1190616681",0,""
"1148035479",0,""
"763649641",0,""
"757804284",1,"201606"
"1198510852",1,"201702"
"375467260",0,""
"802434300",0,""
"423207623",0,""
"1142876318",1,"201705"
"48764770",1,"201607"
"431101794",0,""
"4134754",0,""
"394938271",1,"201606"
"777275295",0,""
"32028769",0,""
"1171145670",0,""
"788808646",0,""
"785169466",0,""
"721095135",0,""
"793063637",0,""
"780914475",0,""
"1130770645",0,""
"1207881515",1,"201606"
"8346256",0,""
"390683280",0,""
"407991603",0,""
"790328627",0,""
"25654579",0,""
"401312461",0,""
"1158092338",1,"201607"
"775755314",0,""
"1180559822",0,""
"415885774",0,""
"371255758",0,""
"767861143",0,""
"806116969",0,""
"1188453993",1,"201609"
"1150198167",0,""
"1194828183",0,""
"421044935",0,""
"725966137",0,""
"343629113",0,""
"388259129",0,""
"46602082",0,""
"1972066",0,""
"1172551777",0,""
"783763359",1,"201610"
"25540705",0,""
"845185414",1,"201707"
"1173994554",0,""
"1164657606",0,""
"791657530",0,""
"720898527",0,""
"9752363",0,""
"799551701",0,""
"774426411",0,""
"380478832",0,""
"766532240",0,""
"384195216",0,""
"32142643",0,""
"40036814",0,""
"422373838",0,""
"1248469941",0,""
"761373079",0,""
"767975017",0,""
"317614000",0,""
"753478908",0,""
"1202836228",0,""
"371141884",0,""
"798108924",0,""
"427532999",1,"201604"
"337141049",0,""
"381771065",0,""
"817764194",0,""
"1138550942",1,"201607"
"53090146",0,""
"435427170",0,""
"8460130",0,""
"399263647",0,""
"365410401",0,""
"845119878",1,"201701"
"1171831866",1,"201610"
"407157818",0,""
"362527802",0,""
"394252075",0,""
"1158926123",0,""
"797389013",0,""
"776589099",0,""
"1179726037",0,""
"1203556139",0,""
"4020880",0,""
"768694928",0,""
"794654003",0,""
"352357069",1,"201701"
"802548174",0,""
"1184885198",0,""
"420211150",0,""
"375581134",0,""
"1248404405",0,""
"763535767",0,""
"1145872791",1,"201606"
"317679536",0,""
"9032452",1,"201703"
"391369476",0,""
"755641596",0,""
"1200673540",0,""
"43033287",0,""
"721640761",0,""
"339303737",0,""
"1197938530",1,"201607"
"1140713630",0,""
"6859889",0,""
"1168226401",0,""
"1160332230",0,""
"795982906",0,""
"720767455",0,""
"387764011",0,""
"1152438059",0,""
"770101035",0,""
"1141584085",0,""
"1197068075",1,"201703"
"801142067",0,""
"390499021",0,""
"1147278898",0,""
"1191373262",0,""
"426699214",0,""
"382069198",0,""
"757047703",1,"201601"
"816930409",1,"201704"
"1139384727",0,""
"1184014743",0,""
"317482928",0,""
"1207161604",1,"201511"
"366816508",0,""
"49521351",0,""
