"EID","CaseID","CaseDate","CaseAmount"
"882323863","91359595","2014年08月","102300"
"677272014","75300597","2014年02月","29600"
"677272014","76716775","2014年03月","27700"
"216304139","109141786","2015年06月","9200"
"216304139","107115997","2015年06月","12900"
"216304139","106395651","2015年06月","8300"
"216304139","106395645","2015年06月","7800"
"216304139","106395647","2015年06月","15600"
"216304139","106395643","2015年06月","8300"
"216304139","106395641","2015年06月","9200"
"216304139","109141795","2015年06月","7800"
"216304139","109141809","2015年06月","8300"
"216304139","109141784","2015年06月","8300"
"216304139","106395659","2015年06月","9800"
"216304139","107114919","2015年06月","7700"
"216304139","109159946","2015年06月","15600"
"216304139","109144114","2015年06月","12900"
"216304139","106395649","2015年06月","8300"
"619588666","74972679","2013年04月","28800"
"252467662","100036928","2015年04月","0"
"252467662","109138707","2015年04月","0"
"252467662","109138708","2015年04月","0"
"628055159","105999370","2015年06月","137700"
"1429649214","106241373","2015年08月","10000"
"1042986814","81273540","2013年12月","7700"
"1042986814","77818007","2013年12月","7700"
"1042986814","94644064","2013年12月","7700"
"1042986814","87604504","2014年08月","68900"
"1029361160","75408231","2014年03月","8700"
"632380438","67434975","2012年12月","70000"
"632380438","84259681","2014年08月","80000"
"1338316933","113233751","2014年10月","0"
"1338316933","82313322","2014年05月","3864700"
"610937817","87855628","2014年09月","7168700"
"577968261","99336331","2015年03月","220500"
"577968261","99334415","2015年01月","72100"
"577968261","99334406","2015年01月","129500"
"577968261","99334398","2015年01月","120300"
"577968261","101570348","2015年05月","541700"
"1433123828","72255710","2013年09月","315100"
"640364687","113316545","2014年12月","95600"
"1271892755","98787286","2015年03月","96000"
"1330332587","98722945","2015年03月","16200"
"1287108678","86551297","2014年04月","25900"
"1274889131","104504350","2015年02月","0"
"681503182","98492376","2015年03月","5029500"
"122641721","105208265","2015年07月","55000"
"112089744","73162998","2013年03月","96600"
"112089744","99607493","2015年03月","318800"
"285463300","106043274","2015年06月","32700"
"285463300","110655135","2015年06月","102400"
"285463300","110655150","2015年06月","22600"
"285463300","110655188","2015年06月","18800"
"285463300","110655284","2015年06月","32700"
"285463300","106043280","2015年06月","9300"
"285463300","110655269","2015年06月","13700"
"285463300","110655235","2015年06月","23100"
"285463300","110655175","2015年06月","16100"
"285463300","106043278","2015年06月","17300"
"285463300","106043257","2015年06月","22600"
"285463300","110655310","2015年06月","9300"
"285463300","106043273","2015年06月","13700"
"285463300","106043262","2015年06月","18800"
"285463300","110655215","2015年06月","23000"
"285463300","110655250","2015年06月","121100"
"285463300","110655199","2015年06月","90800"
"285463300","106043266","2015年06月","23000"
"285463300","106043270","2015年06月","121100"
"285463300","106043264","2015年06月","90800"
"285463300","106043254","2015年06月","102400"
"285463300","106043259","2015年06月","16100"
"285463300","106043268","2015年06月","23100"
"257271249","101028016","2015年04月","11108400"
"257271249","113177499","2015年04月","11108400"
"1394225462","78044665","2013年09月","36900"
"659149669","77511251","2013年03月","107900"
"654174767","99514492","2015年01月","19000"
"933613557","101582806","2015年05月","373500"
"933613557","97835047","2015年03月","66900"
"933613557","97835390","2015年03月","63100"
"127878288","97751903","2015年03月","190500"
"127878288","91191509","2014年11月","190500"
"127878288","75266932","2014年02月","92200"
"1269730199","109194179","2015年05月","38500"
"924962805","107688856","2015年06月","240000"
"1265404823","72211976","2013年01月","11000"
"1265404823","72211975","2013年01月","19200"
"898283819","94316079","2014年09月","23800"
"898283819","81814117","2013年12月","8500"
"898283819","94646459","2013年12月","8500"
"898283819","98098685","2015年02月","159000"
"898283819","77754795","2013年12月","8500"
"919231322","102042859","2014年03月","1"
"919231322","102044103","2014年02月","1"
"919231322","78529725","2014年03月","1"
"919231322","95436386","2014年03月","197000"
"919231322","95434926","2014年02月","145400"
"919231322","77913529","2014年02月","1"
"919231322","78529399","2014年02月","1"
"919231322","95434911","2014年02月","244800"
"919231322","76306869","2013年12月","31800"
"919231322","72021823","2013年03月","79000"
"919231322","72022382","2013年03月","16700"
"919231322","77915009","2014年03月","1"
"919231322","77897911","2014年03月","197000"
"919231322","95409890","2013年12月","31800"
"919231322","76313534","2014年02月","196100"
"919231322","87294191","2014年09月","10634000"
"919231322","95436945","2012年11月","150700"
"919231322","72813422","2012年11月","37300"
"919231322","72018817","2013年01月","16700"
"919231322","72022039","2013年03月","89900"
"919231322","76313540","2014年02月","41400"
"919231322","103032416","2014年02月","145400"
"919231322","95437966","2012年11月","59600"
"919231322","87296650","2014年09月","5000000"
"919231322","102931023","2013年03月","16700"
"919231322","72018861","2013年01月","300"
"919231322","72813713","2012年11月","54400"
"919231322","72018820","2013年01月","16700"
"919231322","103034038","2014年03月","197000"
"919231322","87790050","2014年02月","244800"
"919231322","103011634","2013年12月","31800"
"919231322","72018828","2013年01月","25800"
"919231322","72813791","2012年11月","59300"
"919231322","95437144","2012年11月","50400"
"919231322","72813402","2012年11月","59600"
"919231322","80290802","2014年05月","1"
"919231322","102930802","2013年03月","89900"
"919231322","72813583","2012年11月","48200"
"919231322","72813040","2012年11月","150700"
"919231322","102930695","2013年03月","79000"
"919231322","103032399","2014年02月","244800"
"919231322","95435962","2012年11月","18900"
"919231322","72028598","2012年12月","61800"
"919231322","72813412","2012年11月","116000"
"919231322","72813099","2012年11月","50400"
"919231322","72813723","2012年11月","66000"
"919231322","87790056","2014年02月","145400"
"919231322","72809811","2012年11月","18900"
"919231322","72015799","2013年03月","75700"
"919231322","81713934","2014年03月","1"
"919231322","72813955","2012年11月","64700"
"919231322","72018858","2013年01月","5000"
"919231322","72813417","2012年11月","54000"
"919231322","72813572","2012年11月","104700"
"1316707065","105163861","2015年07月","4440100"
"1316707065","107001325","2015年07月","4440100"
"525354031","99334948","2015年01月","14133300"
"525354031","94316070","2014年09月","50000"
"525354031","87661984","2014年09月","50000"
"525354031","76727871","2014年03月","10000000"
"525354031","98837607","2015年03月","11694000"
"1442608330","90224081","2014年09月","1691300"
"1442608330","85071581","2014年08月","297000"
"875096327","85025527","2014年07月","8292700"
"875096327","85168183","2014年07月","8292700"
"1083381497","77915922","2014年01月","50000"
"1083381497","76234937","2014年02月","50000"
"1083381497","94373026","2014年02月","50000"
"642527340","105693465","2015年08月","94900"
"642527340","84136033","2014年08月","634300"
"642527340","101027970","2015年04月","0"
"642527340","101828480","2015年05月","285000"
"642527340","105295767","2015年08月","94900"
"642527340","96138706","2015年01月","30000"
"642527340","113120514","2015年01月","30000"
"642527340","106748023","2015年08月","94900"
"642527340","86283118","2014年01月","623500"
"642527340","107758093","2015年03月","102600"
"642527340","105455357","2015年04月","95400"
"123552815","113135452","2014年12月","75900"
"690910410","81235774","2014年03月","63100"
"690910410","81235777","2014年03月","25600"
"690910410","77751966","2014年03月","63100"
"690910410","77751968","2014年03月","25600"
"914072064","67318697","2013年08月","13000"
"1433123766","81223666","2014年05月","60000"
"1433123766","94231991","2014年05月","60000"
"942264239","72551337","2013年04月","32600"
"942264239","72551466","2013年04月","428000"
"942264239","72551313","2013年04月","235400"
"942264239","72551219","2013年04月","9200"
"942264239","72551222","2013年04月","25400"
"942264239","72551205","2013年04月","108500"
"270324352","73164037","2013年05月","50400"
"270324352","73164035","2013年05月","56000"
"270324352","106386461","2015年07月","39900"
"270324352","86565383","2014年07月","195000"
"270324352","86565535","2014年08月","27500"
"664881020","101576616","2015年05月","129600"
"664881020","102276237","2015年06月","119500"
"664881020","119732653","2014年09月","584500"
"652584269","90293933","2014年07月","3300000"
"1442608629","74179154","2013年03月","856100"
"685828752","88053725","2014年10月","28000"
"685828752","105379860","2015年01月","14700"
"1452665488","69240868","2012年11月","400"
"1452665488","71821321","2013年05月","57600"
"1452665488","69240849","2012年11月","2900"
"99036218","73163811","2013年04月","405500"
"1407201687","44550176","2012年10月","13700"
"510137615","97136700","2015年02月","216900"
"499246971","78126765","2014年02月","24400"
"877258619","106614043","2015年05月","50700"
"877258619","108834804","2015年05月","50700"
"1281376931","99602745","2015年02月","128900"
"1281376931","93364607","2014年08月","106500"
"1281376931","87620729","2014年08月","106500"
"630308189","107760043","2015年08月","0"
"630308189","110138189","2015年08月","0"
"630308189","102317856","2015年06月","0"
"512377507","100192367","2014年12月","32300"
"260190712","72446762","2013年10月","53500"
"94710745","73138540","2013年12月","99400"
"1058031810","13933275","2015年04月","5000"
"1058031810","13933093","2015年03月","400"
"1058031810","13933266","2015年04月","114500"
"1058031810","13932997","2015年03月","45900"
"1058031810","13934894","2015年06月","195000"
"1058031810","88466645","2014年09月","981300"
"1058031810","97143475","2015年01月","350000"
"1058031810","85256938","2014年08月","479500"
"1058031810","67116737","2013年10月","350000"
"1058031810","109144236","2015年06月","195000"
"1058031810","76716725","2014年03月","729900"
"1058031810","101030317","2015年04月","41100"
"1058031810","100560063","2015年04月","118500"
"1058031810","109159040","2015年04月","5000"
"1058031810","109139680","2015年04月","114500"
"1058031810","108294412","2015年04月","41100"
"1058031810","99010869","2015年03月","45900"
"1058031810","109139644","2015年04月","118500"
"1058031810","110479166","2015年07月","4201600"
"1058031810","85257198","2014年08月","295400"
"1058031810","100560079","2015年04月","114500"
"1058031810","100560083","2015年04月","5000"
"1058031810","85256931","2014年08月","133500"
"1058031810","13934228","2015年04月","41100"
"1058031810","99302294","2015年03月","400"
"1058031810","106362019","2015年01月","114500"
"1058031810","107116062","2015年06月","195000"
"1058031810","106331142","2015年01月","5000"
"1058031810","105954838","2015年01月","400"
"1058031810","104534342","2015年07月","4201600"
"1058031810","102492118","2015年04月","41100"
"1058031810","85488636","2014年08月","35100"
"1058031810","13933271","2015年04月","118500"
"1058031810","87401804","2014年09月","369300"
"62872598","65684171","2013年06月","170700"
"1301466993","68672142","2013年11月","6100"
"1013502654","103022974","2014年12月","10078200"
"1013502654","98948891","2015年01月","6203600"
"1013502654","100540915","2015年04月","100000"
"1013502654","100540693","2015年04月","693500"
"1013502654","104590498","2015年01月","6203600"
"1013502654","85379276","2014年08月","15415300"
"1013502654","85378835","2014年08月","51556200"
"1013502654","85378462","2014年08月","20350800"
"1013502654","87918868","2014年09月","51141100"
"119126183","99639340","2015年04月","65228200"
"643385177","101825243","2015年05月","157100"
"643385177","105847908","2015年05月","157100"
"1041510543","61088776","2013年02月","280000"
"142236374","14063153","2014年10月","8349700"
"142236374","93502698","2014年10月","6474700"
"142236374","93514659","2014年09月","8003100"
"142236374","87750746","2014年09月","1499400"
"142236374","87864019","2014年10月","8349700"
"142236374","93501314","2014年07月","3015500"
"142236374","93513924","2014年08月","3315000"
"142236374","93505153","2014年10月","1150900"
"142236374","84968110","2014年07月","3300300"
"142236374","84968119","2014年07月","1094300"
"142236374","93509422","2014年08月","5111600"
"142236374","93503533","2014年10月","5673600"
"142236374","93511004","2014年08月","7363500"
"142236374","93500603","2014年07月","6027000"
"142236374","93508737","2014年08月","9746300"
"466705791","95341561","2014年12月","115300"
"636247587","76367879","2013年02月","18000"
"1059645832","72481647","2013年10月","1272100"
"1294978832","101764439","2015年05月","6000"
"1431741835","14055132","2015年04月","5059100"
"1431741835","100442247","2015年04月","5059100"
"1431741835","100442892","2015年04月","1006900"
"1431741835","14055135","2015年04月","1006900"
"287154914","103478068","2015年02月","11000"
"287154914","106420173","2015年07月","577700"
"287154914","101898828","2015年05月","700000"
"663498992","106240864","2015年08月","781600"
"663498992","107010815","2015年08月","540000"
"663498992","104501558","2015年07月","540000"
"668658153","72073508","2013年05月","800"
"668658153","72250540","2013年06月","800"
"911885227","69125456","2013年07月","300000"
"147134002","73704905","2013年12月","683200"
"896019708","66592545","2013年10月","2900"
"908811577","103163022","2015年05月","100000"
"908811577","101573701","2015年05月","100000"
"242263408","108816176","2015年07月","123200"
"242263408","105794714","2015年07月","123200"
"242263408","104806504","2015年07月","123200"
"242263408","98183415","2015年01月","4100"
"509434512","105973791","2015年06月","118300"
"509434512","108227638","2015年06月","118300"
"656361375","92088840","2014年09月","1"
"675223491","72262314","2013年03月","3400000"
"127097391","73171303","2013年07月","77600"
"1286251105","14061287","2015年08月","350200"
"1286251105","14061286","2015年08月","120000"
"1286251105","86311874","2014年03月","0"
"1286251105","86311567","2014年03月","102300"
"1286251105","82343169","2014年01月","389100"
"1286251105","82343166","2014年01月","211000"
"1286251105","78048891","2014年03月","102300"
"1286251105","106051069","2015年08月","100000"
"1286251105","86550683","2014年04月","268400"
"1286251105","71020811","2013年12月","1771500"
"1286251105","76392998","2014年01月","211000"
"1286251105","105291217","2015年08月","120000"
"1286251105","85561087","2014年01月","211000"
"1286251105","105291220","2015年08月","350200"
"1286251105","85561090","2014年01月","389100"
"1286251105","76393003","2014年01月","389100"
"1286251105","113222883","2015年05月","4219200"
"1286251105","105824525","2015年05月","4219200"
"1286251105","77920747","2014年04月","268400"
"1286251105","86311889","2014年03月","389100"
"1286251105","78048277","2014年03月","0"
"1286251105","78048723","2014年03月","0"
"299374232","106051447","2015年08月","1500"
"299374232","106051450","2015年08月","1500"
"299374232","105363995","2015年08月","13500"
"299374232","105292010","2015年08月","13400"
"299374232","105292007","2015年08月","8800"
"299374232","106051445","2015年08月","1000"
"299374232","106051440","2015年08月","5800"
"299374232","105292009","2015年08月","6200"
"1432498187","75444632","2014年02月","16900"
"942889818","42032187","2012年09月","10000"
"1071108666","101588314","2015年05月","118200"
"1056726528","14092598","2015年04月","351900"
"1056726528","14092634","2015年05月","271100"
"1056726528","14092572","2015年03月","87300"
"1056726528","105452229","2015年04月","271100"
"1056726528","102481860","2015年04月","271100"
"1056726528","85012523","2014年07月","120000"
"1056726528","110096067","2015年04月","271100"
"1056726528","100188879","2015年04月","351900"
"1056726528","99647909","2015年03月","87300"
"1056726528","105568848","2015年05月","271100"
"1056726528","105568588","2015年04月","351900"
"1056726528","101589328","2015年05月","271100"
"902323618","72422798","2013年12月","35400"
"902323618","98532956","2015年01月","1222200"
"1391437063","101020652","2015年05月","217300"
"539605194","95963632","2015年01月","127900"
"539605194","85256171","2014年04月","18000"
"539605194","98494952","2014年04月","18000"
"539605194","98494946","2014年04月","20000"
"539605194","98494949","2014年04月","18000"
"539605194","92914385","2014年04月","18000"
"539605194","92914379","2014年04月","20000"
"539605194","92914383","2014年04月","18000"
"526551862","87427875","2014年05月","52800"
"893934329","77227616","2013年12月","4200"
"657010769","81756859","2014年05月","1"
"129755426","72733957","2013年07月","286900"
"129755426","73248449","2013年12月","286900"
"1066783360","61196926","2013年02月","41200"
"886612507","76369117","2013年07月","109300"
"886612507","76368777","2013年05月","10000"
"1444795105","99301610","2012年10月","400"
"688199487","86285489","2014年01月","29500"
"688199487","76940896","2014年02月","459000"
"688199487","73288585","2013年10月","73900"
"688199487","86293178","2014年02月","106800"
"688199487","86279490","2013年12月","52700"
"688199487","73158390","2013年03月","483400"
"688199487","76940900","2014年02月","106800"
"688199487","76948077","2013年12月","52700"
"688199487","86293162","2014年02月","459000"
"927023876","106964563","2014年08月","101200"
"1284088021","42659936","2012年10月","162500"
"505031738","119736005","2015年01月","40100"
"612381176","101675609","2015年01月","20000"
"116963134","86290070","2014年01月","505100"
"116963134","76939888","2014年01月","505100"
"116963134","73156917","2013年01月","16600"
"16240497","111838319","2015年01月","98300"
"16240497","90634188","2014年02月","96400"
"1201393521","101024222","2015年04月","2393600"
"392661779","88563271","2014年10月","47400"
"806873480","43268586","2012年11月","1500"
"388336403","92913152","2014年03月","6500"
"388520565","97725834","2015年02月","2519800"
"798222825","74774563","2012年12月","29200"
"798222825","74774555","2012年12月","26200"
"798222825","76577219","2013年03月","900"
"798222825","76578412","2013年03月","39900"
"798222825","73089929","2013年04月","22200"
"798222825","76579254","2013年04月","22200"
"798222825","87622349","2014年05月","121600"
"798222825","87622353","2014年05月","8900"
"401426362","77208576","2013年12月","1000"
"401426362","84100671","2013年12月","1000"
"352357042","99513470","2015年01月","30500"
"352357042","76945697","2014年01月","0"
"382032501","95961435","2014年12月","19042700"
"382032501","77872443","2014年04月","0"
"437589885","105835044","2015年05月","146400"
"437589885","101578800","2015年05月","146400"
"792414138","101581767","2015年05月","295900"
"792414138","105846724","2015年05月","295900"
"61740925","97917062","2015年03月","1141500"
"61740925","77829759","2014年01月","5671200"
"61740925","85036694","2014年07月","94000"
"1176234446","86569103","2014年08月","2700"
"1176234446","86569105","2014年08月","2000"
"816930409","81949562","2014年06月","273600"
"382032528","92113271","2013年11月","29000"
"382032528","92113268","2013年11月","49600"
"382032528","71894678","2013年11月","63100"
"382032528","71894674","2013年11月","29000"
"382032528","98369719","2013年11月","29000"
"382032528","98369714","2013年11月","49600"
"382032528","92113274","2013年11月","63100"
"382032528","71894671","2013年11月","49600"
"410077087","94651176","2012年11月","20000"
"410077087","69255425","2012年11月","20000"
"754885015","92111958","2014年04月","20400"
"790971237","103809393","2015年06月","77200"
"369665489","98956612","2014年08月","119200"
"369665489","87612463","2014年08月","119200"
"416719656","75080353","2013年08月","0"
"416719656","75080350","2013年08月","0"
"416719656","75080347","2013年08月","0"
"4020783","61496104","2013年04月","156000"
"4020783","72635031","2013年06月","190600"
"801714486","43542505","2012年11月","3030800"
"801714486","62081750","2013年06月","312400"
"795946139","13932714","2015年03月","998400"
"795946139","13883887","2015年02月","998400"
"795946139","13882669","2015年01月","756400"
"795946139","13882684","2015年01月","756400"
"795946139","13883412","2015年01月","1027400"
"795946139","95978020","2015年01月","756400"
"795946139","97875379","2015年01月","1027400"
"795946139","98433809","2015年03月","998400"
"795946139","95978015","2015年01月","756400"
"795946139","97963362","2015年02月","998400"
"1142953425","73583151","2014年01月","175700"
"1142953425","98421591","2014年11月","678500"
"1147201896","101018360","2015年04月","1768400"
"1147201896","101018367","2015年04月","1739900"
"1147201896","101018363","2015年04月","1766800"
"1147201896","101018365","2015年04月","1754300"
"1147201896","105435252","2015年04月","1739900"
"1147201896","105435248","2015年04月","1766800"
"1147201896","105435245","2015年04月","1768400"
"1147201896","101018359","2015年04月","668300"
"1147201896","101018368","2015年04月","836100"
"20566005","72145894","2013年10月","42200"
"437476089","98166335","2015年02月","658100"
"785239956","73156412","2013年01月","12600"
"402832337","71005046","2013年11月","795700"
"1174714570","113201297","2015年01月","134900"
"1174714570","107708460","2015年08月","11900"
"339303842","73320914","2013年03月","370800"
"424499961","106741247","2015年08月","233600"
"717315490","86551462","2014年05月","12100"
"717315490","101573971","2015年05月","19700"
"717315490","106733605","2015年08月","117800"
"394938139","106028451","2015年06月","27200"
"394938139","104854703","2015年06月","27200"
"394938139","102359831","2015年03月","37500"
"1181888593","78438041","2014年05月","0"
"1192742831","89637765","2014年09月","92500"
"370385435","61222627","2013年03月","2800"
"1203592677","68981405","2013年11月","202900"
"1203592677","68981135","2013年10月","3495600"
"1203592677","68979603","2013年07月","2983300"
"1203592677","75037286","2014年02月","1501400"
"1203592677","75036494","2013年12月","5725900"
"1203592677","68980458","2013年08月","412800"
"1203592677","85032569","2014年07月","705400"
"1203592677","78219498","2014年03月","278500"
"1203592677","72203339","2013年05月","6168900"
"1203592677","64975444","2013年08月","1279900"
"1195775807","110135140","2015年08月","60700"
"1195775807","105635473","2015年08月","60700"
"1175400626","85146714","2014年05月","6200"
"356682480","100561602","2015年04月","29000"
"781600636","95413335","2015年01月","284800"
"1140713665","77746049","2014年04月","15821400"
"332815708","61505406","2013年02月","31700"
"332815708","109150132","2015年07月","168000"
"332815708","107118992","2015年07月","168000"
"795946271","76963093","2012年12月","9930900"
"795946271","106587473","2015年08月","245700"
"795946271","109555907","2015年08月","245700"
"805467408","101022909","2015年04月","7959200"
"805467408","106391768","2015年04月","7959200"
"805467408","99049614","2015年03月","7959200"
"710827356","98056535","2015年03月","46100"
"710827356","107730150","2015年03月","10772200"
"710827356","99508736","2015年03月","10772200"
"377707187","14042514","2015年07月","17240200"
"377707187","101021740","2015年04月","4357800"
"377707187","99521832","2015年02月","15580700"
"377707187","100546627","2015年04月","6544400"
"377707187","103806474","2015年06月","4357800"
"377707187","105838339","2015年05月","14070600"
"377707187","104529642","2015年07月","17240200"
"791620895","106036820","2015年06月","20000"
"806950948","71005028","2013年11月","30000"
"376153650","106680277","2015年08月","127800"
"1151604080","81225719","2014年01月","10500"
"1151604080","77752680","2014年01月","10500"
"1151604080","98127175","2014年12月","500"
"1151604080","72003163","2013年08月","10800"
"1151604080","77752673","2014年01月","700"
"1151604080","100452334","2015年03月","600"
"1151604080","98127156","2014年12月","500"
"1151604080","108030864","2015年08月","500"
"1151604080","98127184","2014年12月","500"
"1151604080","98353528","2014年12月","500"
"1151604080","101570558","2015年05月","5100"
"1151604080","105998871","2015年06月","22800"
"1151604080","105813270","2015年05月","500"
"1151604080","77752687","2014年01月","700"
"1151604080","77752694","2014年01月","700"
"1151604080","81225732","2014年01月","15900"
"1151604080","72006305","2013年06月","11300"
"1151604080","98353513","2014年12月","500"
"1151604080","94315565","2014年09月","1700"
"1151604080","74320863","2014年02月","200"
"1151604080","105813263","2015年05月","5100"
"1151604080","108030860","2015年08月","500"
"1151604080","108030875","2015年08月","500"
"1151604080","84977765","2014年01月","700"
"1151604080","84978876","2014年06月","800"
"1151604080","72003104","2013年08月","10600"
"1151604080","108030869","2015年08月","500"
"1151604080","84977748","2014年01月","700"
"1151604080","84977760","2014年01月","700"
"1151604080","72003153","2013年08月","10800"
"1151604080","108030872","2015年08月","500"
"1151604080","106161496","2015年05月","5300"
"1151604080","106161485","2015年05月","11200"
"1151604080","106000623","2015年06月","4600"
"1151604080","101570560","2015年05月","500"
"1151604080","98353519","2014年12月","500"
"1151604080","87607589","2014年09月","1700"
"1151604080","72006301","2013年06月","16900"
"1151604080","72003148","2013年08月","16100"
"1151604080","87735434","2014年09月","600"
"1151604080","72003098","2013年08月","16100"
"1151604080","72003158","2013年08月","16100"
"1151604080","77752690","2014年01月","15900"
"1151604080","72003168","2013年08月","16100"
"424499662","87777532","2014年03月","165200"
"424499662","76194640","2014年03月","180100"
"424499662","87397835","2014年06月","10"
"379792345","106484415","2015年08月","708200"
"426776709","107701878","2015年05月","23400"
"386096150","73727359","2014年01月","107300"
"53090437","72140716","2012年12月","14700"
"800271321","98328221","2015年01月","154600"
"800271321","76570022","2013年09月","175600"
"800271321","77129329","2013年05月","175600"
"800271321","95884576","2015年01月","190500"
"800271321","95888361","2014年06月","333700"
"1197067784","76368226","2013年03月","12300"
"1145909752","73697830","2014年01月","120000"
"400020519","104804106","2015年07月","200000"
"773568679","101672654","2014年12月","900"
"25106204","102349411","2015年06月","46298300"
"25106204","105972258","2015年06月","0"
"777299242","17817198","2015年08月","342600"
"785865430","102401112","2015年03月","11100"
"785865430","102401116","2015年03月","11100"
"785865430","101823501","2015年05月","10600"
"785865430","104853427","2015年05月","10600"
"743970424","107289975","2015年03月","2870800"
"1202287853","92678191","2014年08月","0"
"1202287853","92721957","2014年07月","13126400"
"1195453762","90240404","2014年09月","4950000"
"758698686","106733850","2015年08月","167700"
"758698686","104528116","2015年07月","435200"
"352905347","84098741","2014年06月","206200"
"1164718320","86280829","2013年12月","164100"
"1156555132","101371589","2015年04月","1469100"
"8894561","64389634","2013年08月","28500"
"1180583839","42554640","2012年10月","10100"
"1193559967","76398997","2014年03月","1083700"
"1193559967","104508833","2015年07月","0"
"1193559967","105296230","2015年08月","1225800"
"1193559967","104163869","2015年07月","200000"
"454992583","98544546","2014年11月","10800"
"454992583","93323813","2014年07月","8700"
"411691470","105215088","2015年07月","1812500"
"411691470","93388953","2014年03月","1827700"
"411691470","78208590","2014年03月","1827700"
"760515180","106394367","2014年08月","472400"
"760515180","77140492","2013年10月","454000"
"1184909312","99517267","2015年03月","5600"
"1157311643","43836054","2012年10月","4300"
"342091837","78279051","2014年02月","3300"
"342091837","99650098","2015年02月","48400"
"342091837","78279116","2014年02月","4600"
"342091837","87621715","2014年02月","4600"
"342091837","87621653","2014年02月","3300"
"769404939","79175318","2014年03月","40900"
"769404939","79174947","2014年01月","31500"
"769404939","95425117","2014年01月","31500"
"769404939","76307545","2013年12月","13000"
"769404939","72020929","2013年03月","80400"
"769404939","72013523","2013年04月","79500"
"769404939","76310775","2014年01月","31500"
"769404939","103036134","2014年03月","40900"
"769404939","103061501","2014年07月","64400"
"769404939","95413025","2013年12月","13000"
"769404939","76315465","2014年03月","40900"
"769404939","83385564","2014年07月","64400"
"1119742312","86114142","2014年05月","403900"
"1119742312","87549274","2014年05月","32900"
"351088651","72186204","2013年07月","166900"
"351088651","83710439","2014年07月","166900"
"31594136","99398846","2015年03月","599700"
"31594136","81465974","2014年05月","40000"
"393394378","74320864","2014年02月","200"
"798246710","95888586","2014年07月","60000"
"798246710","87532905","2014年07月","60000"
"9890149","112758658","2014年12月","329800"
"9890149","94443824","2014年11月","317500"
"1206690398","95959865","2014年12月","87000"
"722266375","89692037","2014年10月","27800"
"344600657","106728301","2015年08月","19700"
"404446693","14108505","2015年05月","408300"
"404446693","101565262","2015年05月","408300"
"1142929637","75441909","2014年01月","7600"
"1142929637","75442703","2014年01月","8300"
"1176096590","64880424","2013年03月","40300"
"1176096590","92038027","2014年12月","10000"
"1204181683","106235556","2015年06月","328900"
"1206344371","106727233","2015年08月","636100"
"1114660188","99489813","2015年01月","26000"
"358064341","60666610","2012年12月","3118400"
"358064341","100459763","2012年12月","3118400"
"381174532","100080643","2015年03月","357200"
"381174532","101051387","2015年02月","3000000"
"381174532","112756087","2015年03月","357200"
"362962039","43592819","2012年11月","291400"
"362962039","61498846","2013年04月","224700"
"759186180","113233539","2014年07月","0"
"759186180","75080295","2013年07月","0"
"759186180","101818754","2015年05月","0"
"1138603935","95961077","2014年12月","66500"
"1138603935","101900975","2015年05月","41400"
"1138603935","107755376","2015年05月","41400"
"398638332","60449001","2013年01月","0"
"1115006611","78125770","2013年12月","3300"
"1115006611","72538040","2012年12月","13000"
"1115006611","72538072","2012年12月","9500"
"1168287379","106245587","2015年08月","0"
"826439254","67439036","2013年03月","1100"
"826439254","67439030","2013年03月","2100"
"826439254","67438929","2013年03月","800"
"1200048322","72304990","2013年03月","9200"
"1134470803","14050533","2015年08月","2062900"
"1134470803","108823454","2015年08月","2062900"
"828601942","77952542","2014年04月","50000"
"236394104","105810634","2015年01月","20000"
"956003565","98173573","2015年03月","1200"
"114289032","104233279","2015年06月","876300"
"114289032","69757718","2013年11月","20000"
"958166253","95766064","2014年10月","34400"
"1329689934","14871676","2015年05月","18100"
"1329689934","102974403","2015年06月","12600"
"1329689934","102974391","2015年06月","41700"
"1329689934","102974397","2015年06月","32900"
"1329689934","102973634","2015年05月","18100"
"1329689934","102974405","2015年06月","53400"
"1329689934","86549133","2014年07月","30100"
"1329689934","102974399","2015年06月","25300"
"1329689934","101216633","2015年04月","123500"
"1329689934","102974409","2015年06月","31400"
"1329689934","95342733","2015年01月","264400"
"141540437","105752439","2015年05月","27200"
"141540437","101026934","2015年05月","27200"
"171972477","106033707","2015年06月","68500"
"171972477","106033709","2015年06月","37600"
"1334015283","14013911","2015年08月","345000"
"1334015283","105701153","2015年08月","345000"
"1434600390","72138615","2013年12月","158500"
"924165488","104162732","2015年07月","518900"
"594864286","69351875","2013年11月","19400"
"594864286","73284278","2013年08月","2600"
"171972547","93444306","2014年06月","10860000"
"171972547","77987521","2013年12月","5000000"
"171972547","93446224","2014年06月","32597300"
"171972547","90448529","2013年05月","27000"
"171972547","113212772","2015年01月","20000000"
"171972547","94050482","2013年01月","36300"
"171972547","91503596","2014年06月","21727400"
"171972547","91536633","2014年06月","21766900"
"171972547","91538792","2014年06月","10901700"
"1300848031","41794308","2012年09月","98000"
"614405884","62552190","2013年07月","2021400"
"1065889222","93335017","2014年09月","341900"
"142296789","107064766","2014年08月","30400"
"284670251","107003314","2015年07月","31200"
"176297624","77141193","2013年10月","40000"
"530365296","110136485","2015年08月","30300"
"530365296","106250879","2015年08月","30300"
"1418055669","78124848","2014年02月","5112500"
"1418055669","93524986","2014年05月","2731600"
"1418055669","101902361","2015年05月","4041200"
